stock_code,date,foreign_buy,percent_foreign_ownership,cash_dividend,dividend_yield,beta,eps,pe,forward_pe,bvps,pb
RBC,2024-12-05,0,0,0,0,-1.69,0,0,18.83,0,0
RDP,2024-12-05,0,0.36,0,0,0.65,-938,-1.40,2.83,5692,0.23
RCL,2024-12-05,0,0,0,0,0.25,73,157.91,17.86,20684,0.56
REE,2024-12-05,0,49,1000,0.01,1.16,4235,15.87,13.14,46258,1.45
RTB,2024-12-05,0,0,2200,0.08,-0.33,3298,8.05,12.13,27643,0.96
RIC,2024-12-05,0,12.08,0,0,-0.95,-551,-6.17,190.16,7773,0.44
S12,2024-12-05,0,11.92,0,0,-0.37,-363,-4.96,90,-23355,-0.08
S27,2024-12-05,0,0.95,0,0,0,-800,-0.87,-0.21,-13489,-0.05
S55,2024-12-05,0,0.41,1500,0.02,-0.14,10784,5.94,5.51,90525,0.71
S4A,2024-12-05,0,0.10,4700,0.13,-0.43,2788,13.27,14.35,13683,2.70
S72,2024-12-05,0,0.03,0,0,0.12,528,13.25,13.01,10111,0.69
S96,2024-12-05,0,1.43,0,0,0,49,8.14,0.89,7474,0.05
S99,2024-12-05,0,0,0,0,1.19,599,12.03,5.21,17180,0.42
QSP,2024-12-05,0,1.07,2000,0.08,0.28,0,0,8.49,0,0
SAB,2024-12-05,36600,60.71,5500,0.10,0.77,3361,17.08,16.07,20445,2.81
S74,2024-12-05,0,1,0,0,0.83,-55,-274.10,195.70,17932,0.84
SAC,2024-12-05,0,0.04,7065,0.57,1.99,536,23.23,10.46,16496,0.76
SAM,2024-12-05,5800,0.54,0,0,0.48,183,34.54,29.82,12298,0.51
SAP,2024-12-05,0,0,0,0,1.74,136,239.18,16.73,5396,6.02
SAF,2024-12-05,0,3.40,3000,0.05,0.20,4127,14.78,14.82,13927,4.38
SAL,2024-12-05,0,0,420,0.28,0,0,0,2.49,0,0
SAS,2024-12-05,0,0.33,1626,0.04,1.02,2600,14.01,14.17,11700,3.11
SBB,2024-12-05,0,0.01,1000,0.05,-0.03,-391,-47.28,-69.30,18046,1.02
SB1,2024-12-05,0,0.68,500,0.08,-0.28,881,7.49,58.73,15798,0.42
SAV,2024-12-05,100,50,500,0.02,0.67,1291,15.96,14.83,15083,1.37
SBA,2024-12-05,0,0.27,2200,0.07,-0.19,2287,13.05,16.38,15440,1.93
SBD,2024-12-05,0,0.89,0,0,1.01,1021,7.15,12.98,11216,0.65
SBH,2024-12-05,0,0,5325,0.11,0.08,2625,18.81,18.56,12498,3.95
SBG,2024-12-05,9300,0.48,0,0,0.50,1160,8.84,6.41,17889,0.57
SBM,2024-12-05,0,0,3000,0.10,0.60,3138,10.04,15.58,14039,2.24
SBL,2024-12-05,0,0,500,0.07,1.19,145,48.44,693.07,15200,0.46
SBR,2024-12-05,0,0,219,0.03,-0.29,1093,7.96,17.70,10000,0.87
SBS,2024-12-05,0,0.47,0,0,2.28,-381,-11.53,80.37,1997,2.20
SBT,2024-12-05,39200,22.12,0,0,0.98,977,12.64,10.46,14787,0.84
SBV,2024-12-05,0,14.71,250,0.02,0.10,-79,-127.14,4.25,17053,0.59
SC5,2024-12-05,0,2.28,300,0.01,0.23,2475,8.93,18.16,24720,0.89
SCC,2024-12-05,0,0,0,0,1.46,-553,-3.26,7.33,15287,0.12
SCI,2024-12-05,0,0,0,0,1.40,304,25.66,5.49,19772,0.39
SCD,2024-12-05,0,6.29,0,0,0.48,-10658,-1.29,33.56,-6632,-2.07
SCG,2024-12-05,0,0,0,0,0.13,1967,33.45,55.93,15179,4.33
SCS,2024-12-05,2300,23.14,5000,0.06,0.91,6377,12.48,11.95,16223,4.91
SCJ,2024-12-05,0,0,0,0,1.54,177,19.44,17.80,11909,0.29
SCL,2024-12-05,0,0,0,0,1.51,1958,13.75,7.80,14263,1.89
SCO,2024-12-05,0,0,0,0,-0.07,0,0,12.39,-22272,-0.26
SCR,2024-12-05,166200,0.76,0,0,1.37,29,182.76,130.56,12930,0.41
SCY,2024-12-05,0,0.01,380,0.03,0.32,1057,10.96,23.92,14614,0.79
SD1,2024-12-05,0,0,0,0,0,-5070,-0.16,0,-1219,-0.66
SD2,2024-12-05,0,5.98,0,0,-0.98,649,7.12,29.86,12557,0.37
SD3,2024-12-05,0,0.17,0,0,2.28,-925,-4.80,2.39,1292,3.44
SD5,2024-12-05,0,2.53,600,0.08,0.23,865,8.90,8.94,18303,0.42
SD7,2024-12-05,0,0.47,0,0,0.09,40,73.10,-20.43,11317,0.26
SD8,2024-12-05,0,10.98,0,0,0,-591,-2.54,0.28,-10570,-0.14
SD6,2024-12-05,0,0.34,0,0,-0.85,-1940,-1.59,26.76,5124,0.60
SDB,2024-12-05,0,0.23,0,0,0,-1611,-0.31,0.81,1427,0.35
SDA,2024-12-05,0,0,0,0,1.11,487,10.26,18.20,6878,0.73
SD9,2024-12-05,300,2.60,0,0,0.58,734,16.21,19.14,24778,0.48
SD4,2024-12-05,0,0.43,0,0,1.87,-12180,-0.23,28.63,278,10
SDC,2024-12-05,0,3.47,500,0.07,0.57,850,8.70,9.60,20139,0.37
SDD,2024-12-05,20000,0.66,0,0,0.80,-1015,-1.48,-2.75,5872,0.26
SDG,2024-12-05,0,0.02,2000,0.13,0,327,46.12,4.38,33567,0.45
SDK,2024-12-05,0,1.02,0,0,0.77,2172,8.29,7.20,20185,0.89
SDP,2024-12-05,0,0.14,0,0,-0.52,-550,-1.64,-0.57,-4973,-0.18
SDN,2024-12-05,300,22.40,1500,0.05,-0.08,6145,4.91,11.84,21593,1.40
SDU,2024-12-05,0,0.11,0,0,-0.43,64,275.30,234.67,17661,1
SDJ,2022-12-09,0,0.33,0,0,0,288,10.76,7.52,2793,1.11
SDV,2024-12-05,0,0,2000,0.06,0.02,2103,14.65,15.06,26616,1.16
SDX,2024-12-05,0,0,0,0,0,0,0,6.67,0,0
SEA,2024-12-05,0,0,500,0.01,0.95,1531,26.11,71.12,19130,2.09
SDT,2024-12-05,0,1.34,0,0,0.23,287,13.18,9.97,18136,0.21
SDY,2024-12-05,0,0.43,0,0,0.23,590,2.71,-130.93,-2681,-0.60
SEB,2024-12-05,0,0,3100,0.07,0.41,3825,12.42,12.87,20213,2.35
SED,2024-12-05,0,0,1500,0.07,0.34,4933,4.34,4.39,34843,0.61
SFI,2024-12-05,0,10.31,2000,0.06,0.31,3031,10.23,18.33,31863,0.97
SEP,2024-12-05,0,0,1720,0.11,-0.06,338,46.46,7.76,11289,1.39
SFN,2024-12-05,0,0.86,900,0.04,-0.15,2908,7.32,6.51,26506,0.80
SFC,2024-12-05,0,0.66,3500,0.16,0.58,1813,11.86,8.25,16022,1.34
SFG,2024-12-05,0,0.20,500,0.05,1,666,15.31,15.27,13435,0.76
SGB,2024-12-05,0,11.40,0,0,0.34,768,16.15,11.42,12349,1
SGH,2024-12-05,0,0.35,4760,0.13,-0.17,1104,32.60,38.25,11120,3.24
SGD,2024-12-05,0,0,0,0,0.14,264,47.38,10.34,14874,0.84
SGC,2024-12-05,0,1.07,1000,0.01,0.05,14461,8.30,10.72,46006,2.61
SGI,2024-12-05,0,0,0,0,0.19,353,37.31,10.71,37517,0.35
SGP,2024-12-05,0,0.68,0,0,2.53,917,27.16,22634.55,12870,1.93
SGN,2024-12-05,800,27.19,2500,0.03,0.68,6508,12.48,11.36,33103,2.45
SGS,2024-12-05,0,0.36,0,0,-0.01,2179,7.94,5.56,21394,0.81
SGT,2024-12-05,0,5.56,0,0,0.52,396,37.36,4.87,13457,1.10
SGR,2024-12-05,0,0.09,1000,0.03,1.02,1652,23.24,12.13,15560,2.47
SHB,2024-12-05,337200,2.86,500,0.05,0.99,2141,4.76,3.31,15223,0.67
SHA,2024-12-05,0,0.89,0,0,0.42,429,9.62,5.53,12696,0.33
SHC,2024-12-05,0,0,0,0,-1.68,230,52.71,11.14,17591,0.69
SHE,2024-12-05,0,1.04,0,0,0.15,1577,5.58,6.75,12794,0.69
SHG,2024-12-05,0,0,0,0,-0.11,-972,-2.37,-1.14,-26110,-0.09
SHI,2024-12-05,14500,0.16,0,0,0.07,351,41.78,38.32,12800,1.14
SHS,2024-12-05,393900,3.63,0,0,2.24,1178,10.95,10.13,13555,0.95
SHN,2024-12-05,0,0.01,0,0,0.49,47,143.34,17.28,12307,0.55
SID,2024-12-05,56,0.10,0,0,0.98,766,15.80,41.58,23973,0.50
SII,2024-12-05,0,48.90,0,0,-2.31,-334,-39.56,475.85,14306,0.92
SHP,2024-12-05,0,5.24,3000,0.09,0.10,2433,14.20,12.51,11944,2.89
SIG,2024-12-05,0,0,0,0,-1.21,0,0,10.57,0,0
SIP,2024-12-05,38500,3.26,1600,0.02,1.57,6348,13.23,22.30,22375,3.75
SIV,2024-12-05,0,7.71,3400,0.09,1.10,0,0,4.82,0,0
TCW,2024-12-05,0,5,2200,0.07,0.49,4212,7.09,6.09,18524,1.61
SJE,2024-12-05,0,0,0,0,-0.01,5529,3.38,2.75,35306,0.53
SJD,2024-12-05,0,5.77,1800,0.13,0.41,2012,6.98,7.71,14673,0.96
SJ1,2024-12-05,0,0,500,0.05,-0.62,1211,8.67,6.49,8338,1.26
SJC,2024-12-05,0,0.28,0,0,0,-764,-5.37,1.73,13575,0.30
SJF,2024-12-05,0,0.33,0,0,0,-366,-4.65,13.46,6288,0.27
SJG,2024-12-05,0,0,2000,0.11,0.19,1152,16.50,16.27,20782,0.91
SJM,2024-12-05,0,0.62,0,0,-2.43,942,6.48,17.94,2551,2.39
SKG,2024-12-05,0,45.14,500,0.05,0.65,589,18.09,9.69,13458,0.79
SKH,2024-12-05,0,0.05,2112,0.08,-0.15,2078,12.75,12.49,12080,2.19
SKV,2024-12-05,0,0.11,3010,0.09,0.53,3113,10.42,12.43,15854,2.05
SKN,2024-12-05,0,0,346,0.05,0.54,0,0,15.22,0,0
SJS,2024-12-05,200,0.61,0,0,0.80,1963,31.07,20.02,25187,2.42
SMA,2024-12-05,0,0.05,350,0.03,-0.07,717,14.15,16.37,11742,0.86
SMB,2024-12-05,0,13.54,3500,0.09,0.20,5949,6.44,14.53,20267,1.89
SLS,2024-12-05,0,0.63,20000,0.11,0.25,50118,3.60,11.78,146866,1.23
SMN,2024-12-05,0,0,1100,0.08,0.22,2313,6.18,6.49,18447,0.78
SMC,2024-12-05,4200,20.48,0,0,1.94,-4509,-1.48,6.15,10931,0.61
SNC,2024-12-05,0,0,2000,0.09,0.13,2909,7.56,9.17,17924,1.23
SNZ,2024-12-05,0,0,1200,0.03,1.08,2624,13.26,9.56,28145,1.24
SMT,2024-12-05,0,0,0,0,0.65,17,327.40,10.39,12084,0.47
SPB,2024-12-05,0,0,0,0,0.20,691,25.61,23.54,17445,1.01
SP2,2024-12-05,0,0,0,0,1.11,2525,7.38,12.51,5566,3.35
SPC,2024-12-05,0,0,0,0,0.11,-753,-11.96,4.32,13738,0.66
SPI,2024-12-05,0,1.23,0,0,0.43,-419,-4.77,67.25,6791,0.29
SPH,2024-12-05,0,0,0,0,-0.11,0,0,-9.77,0,0
SPD,2024-12-05,0,0,0,0,0,309,25.93,10.91,10614,0.75
SPV,2024-12-05,0,0,500,0.03,1.15,0,0,9.08,0,0
SPM,2024-12-05,0,2.15,500,0.04,0.71,499,22.64,14.38,58254,0.19
SRA,2024-12-05,0,0,0,0,1.28,726,2.75,6.17,14259,0.14
SQC,2024-12-05,0,6.91,0,0,-0.15,-181,-95.39,32037.04,5960,2.90
SRC,2024-12-05,0,0.10,600,0.02,-0.37,4848,5.24,7.13,19468,1.30
SRB,2024-12-05,0,0.90,0,0,1,-284,-6.38,153.91,7805,0.23
SRF,2024-12-05,0,45.92,0,0,0.41,-15,-553.08,13.22,12908,0.63
SSC,2024-12-05,0,0.84,3000,0.08,0.20,4409,8.22,9.53,28264,1.28
SSB,2024-12-05,291800,0.14,0,0,0.53,1893,8.96,10.20,11915,1.42
SSF,2024-12-05,0,0,0,0,0,0,0,428.75,0,0
SSG,2024-12-05,0,0,1000,0.09,1.73,110,102.41,10.78,11219,1.01
SSI,2024-12-05,4242300,36.39,1000,0.04,1.64,1944,12.37,12.83,15979,1.51
SSM,2024-12-05,0,0.67,0,0,-0.02,1385,3.32,3.80,13020,0.35
SSH,2024-12-05,0,0,0,0,0.33,1022,65.25,23.80,16539,4.03
SSN,2024-12-05,0,0.05,0,0,-0.35,-4,-270.88,23.76,11411,0.11
STB,2024-12-05,1720900,23.39,0,0,1.43,4641,6.98,5.76,27201,1.19
STC,2024-12-05,0,0,1400,0.07,-0.33,2167,9.37,7.19,23925,0.85
STH,2024-12-05,0,0,0,0,2.14,10,620.82,56.59,10236,0.64
ST8,2024-12-05,0,0.65,0,0,1.03,780,8.70,9.97,11827,0.57
STG,2024-12-05,0,30.05,0,0,0.75,1834,20.78,14.02,23877,1.60
STK,2024-12-05,200,16.55,0,0,0.92,616,39.72,7.86,17816,1.37
STL,2024-12-05,0,31.86,0,0,0,-973,-1.03,1.29,-157613,-0.01
STP,2024-12-05,0,1.06,1000,0.10,0.58,819,11.97,9.86,17454,0.56
STW,2024-12-05,0,0,936,0.03,-0.10,2442,12.69,12.29,17508,1.77
STT,2024-12-05,0,9.28,0,0,0.04,-1502,-0.93,25.60,183,7.67
STS,2024-12-05,0,0,0,0,-0.31,1307,39.63,14.34,15367,3.37
SVD,2024-12-05,0,0.16,0,0,0.13,-214,-16.38,96.63,9033,0.39
SVC,2024-12-05,0,1.71,1000,0.05,-0.08,795,27.54,10.75,37515,0.58
SVH,2024-12-05,0,0,0,0,0,2010,2.98,3.43,13913,0.43
SVN,2024-12-05,0,0.02,0,0,0.11,13,246.03,65.10,10688,0.29
SVG,2024-12-05,0,0,0,0,3.22,-1,-4260.87,57.53,10325,0.47
SVT,2024-12-05,0,0.20,1500,0.13,0.01,1910,5.99,7.34,13110,0.87
SVI,2024-12-05,0,95,2600,0.04,0.26,6313,9.82,5.16,65808,0.94
SWC,2024-12-05,0,0.01,0,0,0.30,3924,7.23,8.42,27007,1.05
SZC,2024-12-05,74200,2.29,1000,0.02,1.70,1919,21.47,32.50,16836,2.45
TA6,2024-12-05,0,0.51,0,0,-2.09,486,25.93,33.16,11779,1.07
SZL,2024-12-05,0,16.43,2000,0.05,0.17,4491,9.05,13.91,23412,1.74
TA9,2024-12-05,0,0,1206,0.10,0.54,2077,5.63,6.73,12841,0.91
SZG,2024-12-05,0,0,1100,0.03,-0.07,3311,10.57,15.69,15613,2.24
TAB,2024-12-05,0,0,0,0,-0.23,0,0,23.02,0,0
TAN,2024-12-05,0,0,0,0,-0.01,0,0,29.17,0,0
TAL,2024-12-05,0,0.01,1500,0.08,1.11,2244,8.47,11.88,12495,1.52
TAR,2024-12-05,0,0,0,0,-0.19,-662,-6.95,11.62,15656,0.29
TB8,2024-12-05,0,0,1600,0.16,0,5146,1.92,4.95,15684,0.63
TAW,2024-12-05,0,0,1050,0.07,0,309,47.92,10.08,11978,1.24
TBD,2024-12-05,0,4.53,2000,0.03,0.03,2986,26.05,31.28,18393,4.23
TBH,2024-12-05,0,0,0,0,0,161,81.18,0,5732,2.29
TBR,2024-12-05,0,0,350,0.05,0.16,0,0,14.26,0,0
TBT,2024-12-05,0,0,0,0,0,0,0,23.35,0,0
SZE,2024-12-05,0,0,800,0.07,-0.37,910,13.18,12.76,12508,0.96
SZB,2024-12-05,0,0,3300,0.08,0.25,6577,6.11,6.37,22835,1.76
TBC,2024-12-05,0,1.47,3000,0.08,-0.22,2611,15.13,11.31,21472,1.84
TCB,2024-12-05,2025400,22.32,1500,0.06,1.05,5254,4.46,6.10,20492,1.14
TBX,2024-12-05,0,0.01,0,0,0,168,133.10,67.36,13508,1.65
TCD,2024-12-05,26700,0.35,0,0,0.86,142,32.30,8.27,11451,0.40
TCI,2024-12-05,5500,5.19,0,0,0.96,568,13.90,11.32,10654,0.74
TBW,2024-12-05,0,0,1380,0.10,0,0,0,3.62,0,0
TCH,2024-12-05,983900,5.36,0,0,2.14,1546,9.90,12.78,19309,0.79
TCJ,2024-12-05,0,0,0,0,0,0,0,40,0,0
TCK,2024-12-05,0,0,0,0,-0.03,636,5.82,23.85,-4022,-0.92
TCL,2024-12-05,5400,11.72,2326,0.07,0.16,4549,7.65,7.84,20282,1.72
TCO,2024-12-05,0,0.72,0,0,0.13,1123,9.98,8.38,17755,0.63
TCM,2024-12-05,158400,49.84,0,0,1.14,2504,19.09,30.23,21698,2.20
TCT,2024-12-05,0,11.18,500,0.03,0.38,589,28.87,25.58,26772,0.63
TCR,2024-12-05,0,48.29,0,0,-0.21,-859,-4.02,1.92,8370,0.41
TDC,2024-12-05,15600,0.76,0,0,1.54,665,15.40,4.69,8932,1.15
TDB,2024-12-05,0,0,2500,0.06,0.08,2730,14.83,42.74,71508,0.57
TDF,2024-12-05,0,0,2000,0.17,0.68,-116,-100.10,7.42,24253,0.48
TDM,2024-12-05,0,3.16,1400,0.03,-0.04,1729,29.21,28.83,22369,2.26
TDH,2024-12-05,0,1.40,0,0,0.73,-297,-7.24,0.71,3298,0.65
TDS,2024-12-05,0,0.34,7000,0.64,1.89,-177,-61.51,19.01,16566,0.66
TDP,2024-12-05,0,0.13,0,0,0.55,1224,27.22,37.66,11387,2.92
TDG,2024-12-05,0,0.01,0,0,0.87,131,28.23,17.69,12385,0.30
TDT,2024-12-05,0,0.08,0,0,0.17,285,23.54,5.24,11360,0.59
TED,2024-12-05,0,35.26,2500,0.05,0.40,4523,11.70,9.18,26420,2
TDW,2024-12-05,0,3.05,3400,0.07,0.11,6525,7.59,8.11,26820,1.85
TGG,2024-12-05,0,0,0,0,0,-89,-25.79,20.93,6483,0.35
TFC,2024-12-05,0,32.06,1200,0.03,0.18,7423,6.18,13.55,21319,2.15
TGP,2024-12-05,0,0,0,0,0.23,0,0,11.41,0,0
TH1,2024-12-05,0,0.01,0,0,-0.54,3839,0.83,10.04,2639,1.21
TEL,2024-12-05,0,0.12,0,0,-0.89,0,0,231.67,11077,1.25
THB,2024-12-05,0,6.20,350,0.03,0.04,292,39.45,29.93,13019,0.88
THD,2024-12-05,0,0.19,0,0,0.15,419,85.15,202.13,11174,3.19
THM,2024-12-05,0,0,0,0,1.21,653,11.33,11.24,10483,0.71
THG,2024-12-05,0,2.90,4000,0.09,0.27,4494,9.90,9.46,26999,1.65
THN,2024-12-05,0,0,1009,0.20,0,1527,3.34,3.96,12247,0.42
THS,2024-12-05,0,0.05,800,0.09,0.24,680,12.65,10.08,14493,0.59
THT,2024-12-05,1100,4.06,1000,0.08,0.20,2981,4.16,3.61,16312,0.76
THP,2024-12-05,0,0,300,0.04,0.11,863,9.85,10.50,16751,0.51
THU,2024-12-05,0,0,587,0.06,0.36,0,0,10.84,0,0
THW,2024-12-05,0,2.46,600,0.04,-0.67,41,369.91,8.47,10257,1.46
TID,2024-12-05,0,0,1000,0.04,0.61,1510,15.65,18.91,20482,1.15
TIE,2024-12-05,0,0.90,0,0,0.31,-3426,-1.20,32.70,21486,0.19
TEG,2024-12-05,0,5.15,0,0,0.22,151,51.85,13.44,12248,0.64
TIN,2024-12-05,0,0.14,0,0,0.56,-943,-14.76,24.83,9435,1.47
TIP,2024-12-05,17300,17.18,300,0.01,1.41,3331,6.48,8.50,28099,0.77
TIS,2024-12-05,0,0.05,0,0,1.49,-347,-18.25,77.56,8680,0.73
TJC,2024-12-05,0,0.34,900,0.05,-0.06,5204,3.84,38.43,20359,0.98
TKA,2024-12-05,0,0,800,0.21,0,950,4.10,1.44,13998,0.28
TKC,2024-12-05,0,0,0,0,0,-55706,-0.02,0.78,-31251,-0.04
TKG,2024-12-05,0,0,0,0,0.24,207,11.61,4.33,10383,0.23
TL4,2024-12-05,0,0.01,0,0,0.32,-1711,-4.21,2175.23,14519,0.50
TLD,2024-12-05,0,0.66,0,0,-0.06,226,25.91,9.11,10507,0.56
TLG,2024-12-05,257000,22.50,2000,0.03,1.12,5744,11.46,13.61,30435,2.16
TLH,2024-12-05,8700,0.97,0,0,1.36,-2510,-1.71,4.83,14052,0.31
TLI,2024-12-05,0,0,0,0,3.07,0,0,-6.83,0,0
TLP,2024-12-05,0,0,311,0.05,0.13,569,11.60,10.64,11808,0.56
TLT,2024-12-05,0,0.23,500,0.04,0.55,0,0,19.85,-1473,-9.64
TMB,2024-12-05,0,0,2000,0.03,1.20,16902,3.81,16.10,50342,1.28
TMC,2024-12-05,0,1.78,600,0.07,-0.27,850,9.53,12.43,15402,0.53
TIX,2024-12-05,0,0.47,3000,0.08,-0.13,3464,10.97,11.29,28110,1.35
TIG,2024-12-05,195300,9.80,0,0,2,1072,12.59,7.45,14286,0.94
TET,2024-12-05,0,0.01,800,0.03,0.06,1454,21.59,29.85,20033,1.57
TKU,2024-12-05,0,8.15,0,0,0.32,616,24.35,14.06,11367,1.32
TMG,2024-12-05,0,0.02,2700,0.06,-0.31,2367,20.45,26.17,13072,3.70
TMW,2024-12-05,0,0,1000,0.04,-0.01,0,0,17.87,0,0
TMS,2024-12-05,0,42.60,500,0.01,0.07,1725,24.41,17.02,30332,1.39
TMP,2024-12-05,0,0.80,5683,0.08,0.05,4785,14.52,20.11,22237,3.13
TMT,2024-12-05,0,2.56,0,0,0.65,-5229,-1.34,6.77,6664,1.05
TMX,2024-12-05,0,6.94,300,0.03,-0.07,357,26.06,30.93,14919,0.62
TNA,2024-12-05,0,2.13,0,0,0.39,-818,-4.52,183.44,10688,0.35
TNG,2024-12-05,39600,17.11,1200,0.05,1.71,2585,9.52,9.73,15233,1.61
TNC,2024-12-05,0,0.56,1200,0.03,-0.01,1734,20.16,20.39,17033,2.05
TN1,2024-12-05,0,0.31,500,0.05,0.32,437,24,10.06,17175,0.61
TNB,2024-12-05,0,0,0,0,-0.77,-128,-82.17,63.39,12082,0.87
TNH,2024-12-05,31900,49.31,0,0,1.64,917,22.19,14.46,15563,1.31
TNS,2024-12-05,0,0.07,0,0,-0.21,1619,2.84,92,2834,1.62
TNI,2024-12-05,0,0.13,0,0,0.63,611,3.66,15.55,10072,0.22
TNP,2024-12-05,0,0,2500,0.11,-0.31,352,63.35,6.60,11061,2.02
TNM,2024-12-05,0,0,0,0,0,0,0,7.68,0,0
TNT,2024-12-05,0,1.50,0,0,1.07,308,13.15,10.33,13391,0.30
TNW,2024-12-05,0,0,570,0.05,0.54,-890,-11.80,28.87,12596,0.83
TOP,2024-12-05,0,1.35,0,0,0.19,1,937.50,1518.99,6404,0.19
TOT,2024-12-05,0,3.88,1000,0.06,0.29,3151,5.43,4.77,14195,1.20
TOS,2024-12-05,0,0,1500,0.02,0.20,8057,8.52,13.33,42738,1.61
TPC,2024-12-05,0,1.74,0,0,0.42,720,11.12,19.54,13055,0.61
TPB,2024-12-05,58700,30,500,0.03,1.28,2205,7.17,4.64,13744,1.15
TOW,2024-12-05,0,9.65,1500,0.07,1.77,511,44.27,5.80,16966,1.33
TPP,2024-12-05,0,0.17,0,0,-0.58,747,14.46,19.52,11906,0.91
TPH,2024-12-05,0,0,700,0.05,1.34,590,26.12,14.03,11767,1.31
TPS,2024-12-05,0,0,2500,0.08,-0.68,741,42.13,5.84,17152,1.82
TQN,2024-12-05,0,0,1523,0.06,-0.04,0,0,6.17,0,0
TQW,2024-12-05,0,0,640,0.08,0,0,0,15.67,0,0
TRA,2024-12-05,0,46.67,4000,0.05,-0.07,5139,15.16,10.66,37639,2.07
TRT,2024-12-05,0,0,0,0,0.22,223,121.51,29.81,12375,2.19
TRC,2024-12-05,1100,2.17,900,0.02,0.71,5184,9.74,21.48,58904,0.86
TR1,2024-12-05,0,0,1500,0.09,0.25,0,0,13.32,0,0
TRS,2024-12-05,0,0,1000,0.06,-0.70,0,0,3.37,0,0
TS3,2024-12-05,0,0,0,0,0.60,211,24.34,5.49,11074,0.46
TSA,2024-12-05,0,0,0,0,0.35,553,22.25,16.85,10945,1.12
TS4,2024-12-05,0,0,0,0,0,-225,-5.34,38.78,-32136,-0.04
TSB,2024-12-05,100,3.50,556,0.01,0.64,1049,42.53,37.61,12001,3.72
TSD,2024-12-05,0,3.29,0,0,0.88,0,0,7.98,0,0
TSC,2024-12-05,0,0.19,0,0,0.87,-88,-27.41,21.03,12454,0.19
TSG,2024-12-05,0,1.62,1100,0.06,0.22,0,0,8.32,0,0
TSJ,2024-12-05,0,0,900,0.04,0.35,1108,21.30,57.88,11346,2.08
TST,2024-12-05,0,0.94,0,0,-0.24,33,131.93,17.60,20226,0.22
TT6,2024-12-05,0,0,0,0,1.66,392,20.86,17.71,10705,0.76
TTB,2024-12-05,0,0,0,0,0,-12,-151.52,6.09,10341,0.17
TTC,2024-12-05,0,8.29,800,0.08,0.11,643,16.48,6.79,19481,0.54
TTA,2024-12-05,229700,1.52,0,0,1.10,1229,9.03,11.80,12621,0.88
TTD,2024-12-05,0,0.45,3300,0.05,0.81,4935,14.35,13.43,19372,3.65
TTG,2024-12-05,0,0,0,0,2,0,0,8.30,0,0
TTE,2024-12-05,0,0.05,0,0,0.56,381,86.08,53.54,10090,3.25
TTF,2024-12-05,28000,5.84,0,0,0.95,90,33.45,21.64,564,5.32
TTH,2024-12-05,0,0.32,0,0,1.78,-46,-58.19,13.11,10966,0.25
TTL,2024-12-05,0,0.01,0,0,0.86,310,25.45,33.04,15223,0.52
TTS,2024-12-05,0,0.01,0,0,-0.49,402,11.20,62.46,6050,0.74
TTP,2024-12-05,0,88.22,35000,0.55,1.05,9849,6.50,4.30,55472,1.15
TTT,2024-12-05,0,0,2000,0.06,0.70,3515,8.82,9.59,100010,0.31
TTN,2024-12-05,0,0.43,700,0.04,3.06,1679,10.80,17.08,12521,1.45
TTZ,2024-12-05,0,12.93,0,0,0,-27,-65.89,11.36,8733,0.21
TUG,2024-12-05,0,5.88,600,0.03,-0.18,0,0,5.61,0,0
TV2,2024-12-05,32400,9.10,2000,0.06,1.62,839,38.09,32.69,19090,1.67
TV3,2024-12-05,0,0.19,1000,0.09,0.61,1618,6.68,7.14,15606,0.69
TV1,2024-12-05,0,0,500,0.02,0.47,3120,7.08,6.96,14061,1.57
TV6,2024-12-05,0,0,0,0,0.81,0,0,82,0,0
TVA,2024-12-05,0,0,0,0,0.04,0,0,-22.65,0,0
TV4,2024-12-05,0,0,2200,0.16,-0.04,1703,7.99,8.20,13123,1.04
TVB,2024-12-05,2300,1.49,0,0,0.80,1311,6.53,10.66,10319,0.83
TVG,2024-12-05,0,0,0,0,0,0,0,14.06,0,0
TVC,2024-12-05,5200,0.98,0,0,1.33,3054,3.24,3.01,17250,0.57
TVD,2024-12-05,0,3.46,900,0.08,0.48,1613,6.76,2.90,13218,0.82
TVH,2024-12-05,0,0,3990,0.24,0,0,0,1.98,0,0
TVM,2024-12-05,0,0,500,0.05,0.03,935,11.76,15.53,16588,0.66
TVN,2024-12-05,100,0.08,0,0,3.02,54,135.91,41.18,13682,0.53
TVT,2024-12-05,0,0.26,1000,0.06,0.71,757,21,9.02,26750,0.59
TW3,2024-12-05,0,0.06,500,0.04,-0.72,0,0,7.10,0,0
TVS,2024-12-05,6000,22.19,0,0,1.76,1289,15.59,12,13347,1.51
TXM,2024-12-05,0,0.84,0,0,0.07,-387,-12.14,-21.78,15602,0.30
UCT,2024-12-05,0,0,0,0,0.09,49,148.86,99.01,10530,0.69
UDJ,2024-12-05,0,4.87,600,0.07,0.46,624,13.77,10.93,14559,0.59
UDC,2024-12-05,0,13.68,0,0,1.39,-1589,-2.24,124.43,5943,0.60
UDL,2024-12-05,0,0,0,0,0,0,0,6.47,0,0
TYA,2024-12-05,0,38.81,250,0.02,0.13,1816,7.49,11.74,17146,0.79
UEM,2024-12-05,0,0.02,1000,0.11,0.53,230,40.96,5.88,12560,0.75
UMC,2024-12-05,0,0,586,0.06,0,0,0,8.62,0,0
