stock_code,date,foreign_buy,percent_foreign_ownership,cash_dividend,dividend_yield,beta,eps,pe,forward_pe,bvps,pb
LMC,2024-12-05,0,0,0,0,-1.94,421,29.71,4.81,11784,1.06
LM8,2024-12-05,0,0,1000,0.08,0.30,1752,7.59,7.20,31750,0.42
LNC,2024-12-05,0,0,40,0,0,104,96.41,95.37,10037,1
LMI,2024-12-05,0,0,800,0.08,0.10,0,0,9.75,0,0
LO5,2024-12-05,0,0.79,0,0,0.37,-1387,-0.58,-0.27,-22149,-0.04
LMH,2024-12-05,0,0.08,0,0,1.80,-159,-6.31,1.71,-1891,-0.53
LPB,2024-12-05,217000,0.61,0,0,0.78,3854,8.68,9.01,15901,2.10
LPT,2024-12-05,0,0,0,0,0.89,2062,3.13,7.05,13343,0.48
LSG,2024-12-05,0,0,0,0,2.15,-6,-1614.75,964.66,11548,0.90
LQN,2024-12-05,0,0,0,0,0.07,0,0,7.95,0,0
LSS,2024-12-05,0,0.82,0,0,1.56,1676,7.01,6.49,23798,0.49
LTC,2024-12-05,0,2.07,0,0,-0.10,-527,-2.85,28.66,11295,0.13
LTG,2024-12-05,0,33.55,0,0,1.31,2818,2.77,15.72,29520,0.26
LUT,2024-12-05,0,0.54,0,0,-0.41,-203,-3.46,13.13,7108,0.10
M10,2024-12-05,0,0,1500,0.07,1.26,3278,7.02,6.35,17302,1.33
MBB,2024-12-05,0,23.24,500,0.02,1.23,4057,5.88,6.21,20734,1.15
MA1,2024-12-05,0,0,3000,0.05,-0.20,0,0,5.25,0,0
MAS,2024-12-05,0,15.89,0,0,-0.36,1740,19.14,29.94,8060,4.13
MAC,2024-12-05,0,0.06,0,0,0.10,2802,7.92,16.81,15030,1.48
MBG,2024-12-05,0,0.59,0,0,1.26,-488,-6.15,9.02,10562,0.28
MBN,2024-12-05,0,0,0,0,0,0,0,-6.36,0,0
MBS,2024-12-05,438370,2.98,1200,0.04,2.56,1713,16,16.12,11291,2.43
MCG,2024-12-05,100,0.28,0,0,1.85,-37,-49.19,67.56,4446,0.40
MCF,2024-12-05,0,1.47,1200,0.14,0.58,983,8.44,7.88,10845,0.77
MCC,2024-12-05,0,0.08,480,0.04,0,177,67.80,22.78,14340,0.84
MCH,2024-12-05,8500,2.64,22300,0.10,1.01,10831,20.63,22.51,21866,10.22
MCO,2024-12-05,0,0.44,0,0,1.11,77,129.89,205.21,12934,0.77
MDA,2024-12-05,0,0,0,0,0,0,0,4.54,0,0
MCM,2024-12-05,0,0.93,2000,0.06,0.67,2130,15.87,11.21,21375,1.58
MCP,2024-12-05,0,0.16,0,0,0.10,1247,23.18,19.57,17526,1.65
MDC,2024-12-05,0,18.22,700,0.07,0.30,2274,4.31,3.35,14921,0.66
MDF,2024-12-05,0,0,0,0,0.88,-42,-155.55,10.83,11663,0.57
MED,2024-12-05,0,0,900,0.04,0.55,1318,18.21,18.48,26422,0.91
MEC,2024-12-05,0,0.37,0,0,0.01,-2318,-2.29,110.69,2785,1.90
MDG,2024-12-05,0,0,0,0,-0.73,-1349,-8.82,5.51,11237,1.06
MEF,2024-12-05,0,6.37,4500,0.78,1.56,0,0,0.73,0,0
MEL,2024-12-05,0,0.01,0,0,0.32,326,17.78,8.70,17016,0.34
MES,2024-12-05,0,0,0,0,0,-427,-23.41,5813.95,8772,1.14
MFS,2024-12-05,0,9.83,2500,0.07,2.33,826,42.87,16.64,22279,1.59
MGC,2024-12-05,0,0,200,0.04,-0.58,0,0,7.38,0,0
MGR,2024-12-05,0,0,0,0,-0.22,-733,-6.83,500,8492,0.59
MGG,2024-12-05,0,0,1500,0.05,0.16,0,0,13.27,0,0
MHL,2024-12-05,0,0.39,0,0,0,-886,-3.72,1.19,1533,2.15
MH3,2024-12-05,0,0,1600,0.05,1.38,2112,15.39,19.18,22891,1.42
MHC,2024-12-05,0,1.15,0,0,1,-680,-9.46,7.62,13019,0.49
MIE,2024-12-05,0,0,0,0,-0.26,52,123.41,171.31,10199,0.63
MIG,2024-12-05,44400,17.03,1000,0.05,1.67,1552,12.05,8.51,11872,1.58
MIM,2024-12-05,0,0.39,0,0,0,-2545,-1.65,3.58,1700,2.47
MKP,2024-12-05,0,15.57,500,0.02,0.17,1314,23.20,15.58,49757,0.61
MIC,2024-12-05,0,0.94,0,0,0.63,655,22.31,2.58,5981,2.44
MLC,2024-12-05,0,0.01,1300,0.08,-0.02,0,0,5.42,0,0
MLS,2024-12-05,0,1.89,0,0,0.01,7449,1.85,11.04,21424,0.64
MML,2024-12-05,0,2.10,0,0,0.61,-427,-54.18,15.12,13314,1.74
MKV,2024-12-05,0,3.13,0,0,0.20,1785,5.15,5.97,17390,0.53
MPC,2024-12-05,0,38.92,1161,0.08,0.92,-104,-147.31,4.82,13364,1.14
MNB,2024-12-05,0,0,2000,0.06,-0.23,3214,9.58,9.48,23411,1.32
MPY,2024-12-05,0,0,600,0.09,-0.22,0,0,4.81,0,0
MQB,2024-12-05,0,0,350,0.04,0,0,0,8.53,0,0
MND,2024-12-05,0,0,750,0.08,-0.11,0,0,8.13,0,0
MPT,2024-12-05,0,0.43,0,0,0.11,-149,-4.02,-6.40,10750,0.06
MQN,2024-12-05,0,0,0,0,-0.63,0,0,2.94,0,0
MRF,2024-12-05,0,0.64,650,0.03,-1.36,0,0,23.91,0,0
MSB,2024-12-05,137800,27.56,0,0,1.27,2164,5.20,3.31,13551,0.83
MSN,2024-12-05,1212000,27.65,0,0,1.13,948,76.08,34.79,28630,2.52
MSH,2024-12-05,98700,4.35,6000,0.13,1,4738,10.01,9.62,28596,1.66
MSR,2024-12-05,0,0.13,0,0,1.89,-2055,-5.68,42.79,11286,1.03
MST,2024-12-05,122000,1.02,0,0,1.59,396,15.64,6.39,11099,0.56
MTA,2024-12-05,0,0.03,0,0,1.17,133,33.36,32.60,10830,0.41
MTC,2024-12-05,0,0,0,0,0.55,0,0,38.51,0,0
PHH,2024-12-05,0,0.44,0,0,0.18,-24,-301.63,3692.31,12526,0.57
MTG,2024-12-05,0,0,0,0,-0.20,-15,-604.65,7.85,9593,0.95
MTB,2024-12-05,0,0,100,0.01,0,0,0,91.83,0,0
MTH,2024-12-05,0,13.58,1000,0.06,-0.20,0,0,20.71,0,0
MTL,2024-12-05,0,0.17,0,0,2.41,0,0,39,0,0
MTP,2024-12-05,0,0,1000,0.08,0.39,174,68.85,8.52,12003,1
MTS,2024-12-05,0,0,700,0.08,0.04,745,11.81,7.23,11448,0.77
MTV,2024-12-05,0,0,700,0.04,0.03,746,22.53,9.07,18317,0.92
MVC,2024-12-05,0,0.01,430,0.05,0.51,804,10,12.37,11965,0.67
MVB,2024-12-05,0,0.06,1300,0.07,0.72,2050,9.61,8.60,18742,1.05
MVN,2024-12-05,0,0,39,0,1.72,1653,28.54,20.70,14135,3.34
MWG,2024-12-05,1350400,46.90,500,0.01,1.19,2028,28.65,35.40,18657,3.11
MTX,2024-12-05,0,0,0,0,0,0,0,2.19,0,0
NAB,2024-12-05,0,1.18,0,0,0.45,3260,4.94,5.32,13471,1.20
NAC,2024-12-05,0,0,1200,1.71,-0.20,0,0,0.36,0,0
NAS,2024-12-05,0,0,0,0,-0.26,796,36.95,15.49,23260,1.26
NAG,2024-12-05,1200,1.80,0,0,0.26,852,12.92,9.95,13509,0.81
NAU,2024-12-05,0,0.01,245,0.03,0.01,-196,-45.97,17.15,8095,1.11
NAW,2024-12-05,0,0,0,0,-0.10,27,290.01,31.35,10188,0.78
NAP,2024-12-05,0,0,600,0.07,-0.63,845,9.70,8.82,11103,0.74
NBB,2024-12-05,0,0.50,0,0,0.62,87,274.63,133.97,18150,1.32
NBE,2024-12-05,0,1.21,1100,0.09,-0.05,-867,-14.18,5.59,10096,1.22
NBC,2024-12-05,0,5.30,800,0.09,0.78,-978,-9.30,4.16,11226,0.81
NBP,2024-12-05,0,1.13,500,0.04,-0.46,-902,-13.31,22.91,18788,0.64
NBW,2024-12-05,0,5.37,1550,0.06,0.40,2663,9.99,11.19,16009,1.66
NCG,2024-12-05,0,0.01,0,0,1.47,-926,-8.89,37.44,16582,0.50
NCS,2024-12-05,0,1.93,0,0,0.73,3231,7.76,8.67,9451,2.65
ND2,2024-12-05,0,35.13,2000,0.05,-0.02,3083,12,11.90,16310,2.27
NCT,2024-12-05,0,15.33,5000,0.04,0.34,9310,12.14,13.57,18392,6.14
NDC,2024-12-05,0,0.13,2500,0.02,0.22,0,0,7.67,0,0
NDF,2024-12-05,0,1.87,0,0,0,1124,0.80,4.02,11090,0.08
NDN,2024-12-05,0,1.56,0,0,1.67,919,9.36,10.10,15272,0.56
NAV,2024-12-05,0,0.95,2700,0.14,0.13,2637,7.15,8.87,13289,1.42
NBT,2024-12-05,0,0.51,1200,0.06,-0.41,2061,9.61,13.54,15306,1.29
NDP,2024-12-05,0,0,500,0.02,0.11,2367,10.14,12.11,26685,0.90
NAF,2024-12-05,7700,24.52,0,0,0.49,1635,12.17,10.07,17352,1.15
NED,2024-12-05,0,0,0,0,1.37,474,15.28,30.67,11747,0.62
NDW,2024-12-05,0,0,860,0.12,-1.25,820,8.42,6.50,11321,0.61
NDX,2024-12-05,0,0.40,375,0.08,0.28,-97,-51.32,10.78,12778,0.39
NDT,2024-12-05,0,0,0,0,0.73,-6387,-0.79,36.92,6251,0.81
NEM,2024-12-05,0,0,0,0,-0.34,0,0,1225.43,10149,1.84
NFC,2024-12-05,0,0.03,1600,0.09,0.10,2483,7.05,8.10,13372,1.31
NGC,2024-12-05,0,13.42,0,0,-0.16,-2131,-0.84,0.11,-2245,-0.80
NHA,2024-12-05,89400,1.96,0,0,2.15,1372,20.56,24.91,11455,2.46
NET,2024-12-05,0,0.72,5000,0.06,0.81,8342,9.34,12.46,20419,3.82
NHC,2024-12-05,0,15.69,0,0,0.23,125,202.87,37.57,18102,1.40
NHH,2024-12-05,700,0.51,500,0.04,0.82,1608,8.33,7.08,19254,0.70
NHP,2024-12-05,0,0.20,0,0,0,-954,-0.31,8.27,6068,0.05
NJC,2024-12-05,0,0.25,1000,0.06,0.34,0,0,5.10,0,0
NHV,2024-12-05,0,0.46,0,0,1.62,304,2.63,0.64,10895,0.07
NHT,2024-12-05,0,3.08,1000,0.09,1.43,792,13.57,6.08,16017,0.67
NKG,2024-12-05,324200,7.33,0,0,1.70,1736,10.77,11.72,22231,0.84
NLG,2024-12-05,32400,47.63,499,0.01,1.42,794,46.49,17.29,34421,1.07
NLS,2024-12-05,0,0,800,0.17,0,0,0,2.40,0,0
NOS,2024-12-05,0,0,0,0,-0.10,-18542,-0.04,-0.12,-258711,0
NNT,2024-12-05,0,0.30,4700,0.09,0.96,0,0,9.59,0,0
NNC,2024-12-05,0,5.08,500,0.02,0.44,2424,9.01,13.68,18339,1.19
NO1,2024-12-05,110800,5.89,500,0.05,0.03,1252,8.63,14.40,13665,0.79
NQB,2024-12-05,0,0,350,0.04,-0.07,903,8.86,7.92,11189,0.71
NQN,2024-12-05,0,0,284,0.02,1.33,1115,12.38,13.16,12686,1.09
NRC,2024-12-05,105300,5.52,0,0,1.11,337,12.47,9.72,13791,0.30
NS2,2024-12-05,0,0,132,0.01,0.49,692,26.01,56.98,10517,1.71
NSC,2024-12-05,2200,8.23,4000,0.05,0.40,13203,5.91,5.06,82354,0.95
NSG,2024-12-05,0,0,0,0,0.11,0,0,33.55,0,0
NSH,2024-12-05,9000,1.01,0,0,0.74,97,46.46,11.09,11491,0.39
NSL,2024-12-05,0,0.64,450,0.03,-0.76,569,30.59,8.51,14619,1.19
NQT,2024-12-05,0,0,458,0.05,0,1240,6.86,8.31,12264,0.69
NT2,2024-12-05,56000,13.42,700,0.04,0.88,863,22.77,83.19,14293,1.37
NST,2024-12-05,0,3.27,650,0.06,0.09,1545,6.86,7.66,16564,0.64
NTB,2024-12-05,0,0.30,0,0,0,-14156,-0.03,1.06,-46653,-0.01
NSS,2024-12-05,0,0,399,0.11,-0.26,0,0,8.04,0,0
NTL,2024-12-05,552300,15.01,6200,0.34,1.91,10342,1.74,6.86,15902,1.13
NTH,2024-12-05,0,0.10,4500,0.08,-0.12,4720,11.36,15.44,15992,3.35
NTC,2024-12-05,0,0,6000,0.03,1.02,10945,18.64,17.60,48216,4.23
NTF,2024-12-05,0,0,1000,0.06,-1.02,0,0,10.08,0,0
NTP,2024-12-05,200,16.79,1000,0.02,1.75,5277,11.92,16.15,26624,2.36
NVL,2024-12-05,292000,4.94,0,0,1.52,2636,3.98,18.98,20831,0.50
NVB,2024-12-05,0,1.47,0,0,1.11,-890,-9.77,69.62,9043,0.96
NUE,2024-12-05,0,0,780,0.08,0.69,0,0,9.85,10673,0.90
NTW,2024-12-05,0,0.06,1000,0.05,-0.30,0,0,18.82,0,0
NTT,2024-12-05,0,0,0,0,0.86,1462,5.27,20.11,8013,0.96
NVP,2024-12-05,0,0,220,0.02,0.05,0,0,17.62,0,0
NVT,2024-12-05,0,0.12,0,0,0.86,-45,-172.55,32.18,6072,1.26
NXT,2024-12-05,0,0.09,0,0,0.08,0,0,5.13,0,0
OCB,2024-12-05,142500,19.49,0,0,0.95,1477,7.21,3.18,12367,0.86
NWT,2024-12-05,0,0,500,0.07,-0.03,0,0,11.20,0,0
OCH,2024-12-05,0,0.01,0,0,0.79,528,10.61,26.26,9367,0.60
ODE,2024-12-05,0,0,0,0,0.22,583,74.30,52.16,11452,3.78
OGC,2024-12-05,0,0.24,0,0,0.70,112,34.05,22.98,5398,0.71
OIL,2024-12-05,27000,6.35,200,0.02,2.43,279,43.19,21.04,11114,1.08
ONE,2024-12-05,0,6.05,0,0,1.02,-478,-10.46,11.37,11937,0.42
ORS,2024-12-05,637400,0.83,0,0,1.48,1413,9.56,12.67,11457,1.18
ONW,2024-12-05,0,14.69,0,0,-0.24,0,0,0.66,0,0
PAC,2024-12-05,0,12.11,1500,0.04,0.98,2782,12.90,10.43,20655,1.74
OPC,2024-12-05,0,0.73,1500,0.06,0.13,1668,13.85,7.95,13235,1.75
PAI,2024-12-05,0,0.12,900,0.07,0.03,650,18.94,13.02,10195,1.21
PAN,2024-12-05,7300,18.01,500,0.02,1.23,2691,8.34,5.51,41622,0.54
PAP,2024-12-05,0,0,0,0,2.36,23,1060.21,-2469.51,10688,2.27
PAS,2024-12-05,0,1.01,0,0,1.46,218,14.84,11.35,13270,0.24
PBC,2024-12-05,0,0,0,0,1.84,340,20.91,21.21,11308,0.63
PAT,2024-12-05,0,0.46,17000,0.20,0.83,9443,8.82,9.06,26509,3.14
PBP,2024-12-05,0,0.50,900,0.07,0.82,1966,6.41,9.33,14817,0.85
PC1,2024-12-05,328200,13.21,0,0,1.48,1228,18.61,13.54,24524,0.93
PBT,2024-12-05,0,0,776,0.10,0.60,969,7.95,10.46,10853,0.71
PCE,2024-12-05,0,0.36,1400,0.08,0.21,2520,6.94,7.11,19154,0.91
PCG,2024-12-05,0,48.71,0,0,-0.27,-270,-21.08,63.78,8401,0.68
PCC,2024-12-05,0,0,1500,0.06,-1.32,0,0,11.89,0,0
PCH,2024-12-05,0,0,0,0,0.04,735,17.14,20.06,10603,1.19
PCF,2024-12-05,0,0.58,0,0,1,-10,-486.58,70.14,7074,0.66
PCT,2024-12-05,0,0,0,0,0.48,1572,8.33,15.66,12690,1.03
PCM,2024-12-05,0,0,0,0,0.08,42,296.24,21.61,16053,0.77
PCN,2024-12-05,0,0.10,0,0,-0.01,-1643,-8.22,52.98,4317,3.13
PDB,2024-12-05,0,0.25,500,0.05,0.26,1430,7.06,7.89,15230,0.66
PDC,2024-12-05,0,0.09,0,0,1.21,515,9.27,10.70,9602,0.50
PDN,2024-12-05,0,0.25,2300,0.02,0.01,9178,11.79,13.54,31122,3.48
PDR,2024-12-05,1732400,7.45,0,0,2.14,568,35.93,20.24,12664,1.61
PDV,2024-12-05,0,0.01,1000,0.06,2.14,5697,2.93,17.24,15099,1.11
PEG,2024-12-05,0,0,0,0,-1.21,-288,-18.75,89.71,2835,1.91
PEC,2024-12-05,0,0,0,0,0.05,0,0,0.70,0,0
PET,2024-12-05,0,0.87,0,0,1.88,1252,19.89,13.04,21608,1.15
PEQ,2024-12-05,0,0,2000,0.05,0.22,0,0,9.86,0,0
PEN,2024-12-05,0,0,0,0,0.07,-13,-532.72,17.50,11500,0.61
PFL,2024-12-05,0,0,0,0,1.50,-35,-56.82,277.78,4446,0.45
PGC,2024-12-05,0,2.18,1200,0.08,0.33,1845,8.10,6.54,14320,1.04
PGB,2024-12-05,0,0.04,0,0,1.05,734,21.59,12.02,12147,1.30
PGD,2024-12-05,0,46.88,1500,0.05,0.37,3229,9.85,14.16,16438,1.93
PGN,2024-12-05,0,6.27,0,0,0.71,514,18.69,14.35,11603,0.83
PGI,2024-12-05,0,20.43,1200,0.05,0.67,2089,10.87,8.72,16861,1.35
PGT,2024-12-05,0,40.10,0,0,0.01,453,14.78,1.27,4470,1.50
PHC,2024-12-05,3000,0.10,500,0.09,0.72,146,37.28,6.14,13500,0.40
PGV,2024-12-05,0,0.02,926,0.05,0.49,-333,-57.29,11.18,13437,1.42
PGS,2024-12-05,0,0.79,2000,0.06,-0.15,2334,14.31,12.58,20128,1.66
PHP,2024-12-05,19400,0.05,400,0.01,1.59,2320,15.78,14.25,18856,1.94
PHN,2024-12-05,0,49.15,5000,0.06,0.12,8489,9.42,8.35,21838,3.66
PHR,2024-12-05,23600,18.08,3000,0.05,1.28,2858,19.94,31.50,30230,1.89
PHS,2024-12-05,0,62.46,300,0.03,-0.51,172,66.16,16.96,10455,1.09
PIC,2024-12-05,0,0,1000,0.05,0.14,793,23.59,22.23,10470,1.79
PIT,2024-12-05,0,0.62,0,0,0.04,-478,-11.02,24.98,7884,0.67
PIS,2024-12-05,0,0,0,0,0.07,1449,6.70,2.59,14386,0.67
PIA,2024-12-05,0,0,2000,0.08,0.84,3642,7.30,5.65,16611,1.60
PID,2024-12-05,0,0,0,0,0,-715,-3.91,38.89,-2657,-1.05
PIV,2024-12-05,0,0.31,0,0,2.69,-73,-38.35,242.63,119,23.53
PJC,2024-12-05,200,0.46,3000,0.10,-0.43,4510,6.39,9.40,19781,1.46
PJS,2024-12-05,0,7.09,800,0.03,0.19,166,138.96,10.47,12293,1.87
PLC,2024-12-05,900,0.33,1200,0.06,1.12,605,35.21,12.29,15268,1.40
PJT,2024-12-05,0,0.68,0,0,0.20,770,12.98,15.55,13226,0.76
PLA,2024-12-05,0,0,0,0,0.79,-182,-23.10,617.65,9612,0.44
PLE,2024-12-05,0,0,0,0,0.06,100,133.68,9.05,16618,0.81
PLX,2024-12-05,34200,17.60,1500,0.04,1.01,2345,17.19,17.98,22568,1.79
PLO,2024-12-05,0,0,0,0,1.86,0,0,5.15,0,0
PLP,2024-12-05,400,0.38,0,0,0.66,25,177.30,39.37,11331,0.40
PMB,2024-12-05,0,1.33,800,0.08,0.40,755,12.71,12.86,11894,0.81
PMC,2024-12-05,0,3.66,11100,0.09,-0.05,9116,14.12,16.50,34929,3.68
PMJ,2024-12-05,0,0,970,0.05,0.64,392,45.88,14.18,24045,0.75
PMT,2024-12-05,0,0,89,0.01,-0.29,85,82.20,12.73,16080,0.44
PMP,2024-12-05,0,1.02,1000,0.08,-0.32,1563,8.51,8.73,16394,0.81
PMG,2024-12-05,0,20.17,0,0,1.13,383,21.38,31.66,14302,0.57
PMS,2024-12-05,0,0,3350,0.11,0.96,3872,8.16,9.32,22165,1.43
PMW,2024-12-05,0,0,1000,0.03,1.67,2237,16.76,18.53,12295,3.05
PNC,2024-12-05,0,0.53,500,0.03,0.61,291,56.45,10.65,17512,0.94
PND,2024-12-05,0,0.01,0,0,1.48,542,14.29,8.61,11750,0.66
PNG,2024-12-05,0,0,0,0,0,890,19.78,6.03,19028,0.92
PNJ,2024-12-05,14900,48.98,2000,0.02,0.80,6055,15.56,15.24,31146,3.02
PNP,2024-12-05,0,0,1600,0.07,0.05,2718,8.43,8.91,14015,1.63
PNT,2024-12-05,0,0.08,300,0.05,-0.28,0,0,5.98,0,0
POB,2024-12-05,0,0,156,0,0,0,0,123.05,0,0
POM,2024-12-05,0,3.80,0,0,1.47,-3957,-0.61,2.24,1826,1.31
POS,2024-12-05,0,0.31,1000,0.05,1.33,1986,9.90,13.11,20497,0.96
POV,2024-12-05,0,0.01,300,0.04,0.53,722,11.49,8.65,14338,0.58
POT,2024-12-05,0,0.07,100,0.01,0.64,128,130.88,25.61,15906,1.05
POW,2024-12-05,778900,3.85,0,0,1.56,601,20.47,34.96,14792,0.83
PPE,2024-12-05,0,0.26,0,0,-0.66,444,35.62,31.60,6013,2.63
PPC,2024-12-05,20300,9.82,2775,0.25,1,1235,9.11,8.59,14371,0.78
PPP,2024-12-05,0,6.38,2400,0.13,-0.47,1990,8.94,11.19,14827,1.20
PPI,2024-12-05,0,0.50,0,0,0,-64,-6.28,106.38,-2986,-0.13
PPH,2024-12-05,0,0,2100,0.07,0.71,4219,6.87,6.68,24587,1.18
PPS,2024-12-05,0,29.06,940,0.09,0.35,1192,8.98,9.67,12232,0.87
PPT,2024-12-05,0,0,0,0,0.37,581,22.53,23.83,10733,1.22
PQN,2024-12-05,0,0,0,0,0,1043,3.83,5,5673,0.71
PRE,2024-12-05,1700,0.84,1600,0.09,0.07,1912,9.78,8.13,15888,1.18
PRC,2024-12-05,0,1.35,1000,0.05,0.44,1191,16.45,39.20,29441,0.67
PPY,2024-12-05,0,0,700,0.08,0.23,800,11.13,6.93,16374,0.54
PRO,2024-12-05,0,0,0,0,0.77,-234,-17.09,6,13029,0.31
PSD,2024-12-05,0,0,800,0.06,0.62,1775,7.10,8.16,11804,1.07
PRT,2024-12-05,0,0,300,0.03,1.08,482,19.77,21.82,12882,0.74
PSB,2024-12-05,0,0,0,0,1.25,10,545.02,157.24,11230,0.49
PSC,2024-12-05,0,0.31,700,0.06,-0.09,1162,9.47,8.34,16665,0.66
PSE,2024-12-05,0,0.04,800,0.08,0.50,550,17.83,6.72,13202,0.74
PSL,2024-12-05,0,0,350,0.03,-0.92,0,0,30.87,0,0
PSI,2024-12-05,0,0.42,0,0,1.28,371,17.79,18.81,11761,0.56
PSG,2024-12-05,0,0.06,0,0,0,-6136,-0.08,0.71,-6829,-0.07
PSH,2024-12-05,0,0,0,0,0.92,-6026,-0.58,1.34,8204,0.42
PSP,2024-12-05,0,0.03,200,0.02,-0.67,263,48.72,56.14,11603,1.10
PSN,2024-12-05,0,0,700,0.07,0.11,841,12.37,10.88,13238,0.79
PSW,2024-12-05,0,1.64,500,0.06,0.77,118,71.47,11.90,11619,0.72
PTB,2024-12-05,25600,23.96,2500,0.04,1.44,4948,12.79,9.17,44146,1.43
PTD,2024-12-05,0,18.65,0,0,-1.68,-4398,-1.93,10.62,8113,1.05
PTC,2024-12-05,0,1.15,0,0,1.02,571,8.13,7.83,11651,0.40
PTG,2024-12-05,0,0,5000,7.14,0.41,0,0,0.08,31496,0.02
PTH,2024-12-05,0,0,700,0.04,0.10,2082,7.68,14.75,18441,0.87
PTE,2024-12-05,0,0,0,0,0.24,-3849,-0.62,-0.84,-25112,-0.10
PTI,2024-12-05,200,37.48,0,0,0.47,4738,6.71,14.61,28823,1.10
PTO,2024-12-05,0,0,0,0,0.41,-411,-43.60,21.48,10861,1.65
PTL,2024-12-05,0,0.07,0,0,1.45,-354,-8.01,6.71,5070,0.56
PTP,2024-12-05,0,0.04,650,0.06,0.59,0,0,11.71,0,0
PTT,2024-12-05,0,0,0,0,0.29,1302,8.29,10.12,12883,0.84
PTV,2024-12-05,0,0.04,0,0,0.21,-209,-19.15,10,11234,0.36
PTS,2024-12-05,0,7.82,200,0.03,0.71,559,13.42,27.64,17172,0.44
PVA,2024-12-05,0,0.17,0,0,0,0,-1351.35,7.28,-1584,-0.32
PTX,2024-12-05,0,0,1500,0.09,-0.30,686,24.05,10.23,14730,1.12
PV2,2024-12-05,0,0.19,0,0,1.58,-10,-242.91,-8.70,6713,0.36
PVC,2024-12-05,0,0,60,0.01,1.45,7,1400.83,16.74,12671,0.80
PVD,2024-12-05,571900,10.79,0,0,1.18,1206,19.19,33.89,27834,0.83
PVB,2024-12-05,0,1.04,0,0,1.65,1391,19.42,255.78,17944,1.50
PVE,2024-12-05,0,10.80,0,0,0.39,247,7.71,2.09,2662,0.71
PVI,2024-12-05,0,57.76,3200,0.06,0.69,3916,12.84,10.91,34670,1.45
PVL,2024-12-05,0,0.26,0,0,1.27,-109,-35.72,390,3216,1.21
PVG,2024-12-05,0,7,0,0,0.80,88,75.38,21.55,12433,0.53
PVM,2024-12-05,0,0.02,500,0.03,1.69,678,23,10.40,18243,0.86
PVP,2024-12-05,4000,3.62,800,0.05,1.56,2146,7.64,9.66,17544,0.93
PVH,2024-12-05,0,0,0,0,2.83,-745,-0.81,41.99,2848,0.21
PVO,2024-12-05,0,0,100,0.02,1.30,103,58.54,41.16,11637,0.52
PVR,2024-12-05,0,0.11,0,0,0.48,-181,-4.97,-14.86,8843,0.10
PVS,2024-12-05,524500,20.82,700,0.02,1.12,1918,17.52,24.33,29169,1.15
PVT,2024-12-05,157500,12.61,300,0.01,1.35,3300,8.17,12.62,28438,0.95
PVY,2024-12-05,0,0.07,0,0,0.44,12,202.59,12.39,-7132,-0.35
PWA,2024-12-05,0,0.06,0,0,1.08,0,0,4.31,0,0
PVV,2024-12-05,0,0.10,0,0,1.23,-1010,-1.49,89.98,-3920,-0.38
PVX,2024-12-05,0,0,0,0,0.66,-303,-4.95,162.16,1104,1.36
PWS,2024-12-05,0,0.04,750,0.07,1.14,905,12.70,16.18,11349,1.01
PXC,2024-12-05,0,0,0,0,0,-21,-23.72,12.53,-6503,-0.08
PX1,2024-12-05,0,0,0,0,0,0,0,645.16,0,0
PXL,2024-12-05,0,0.06,0,0,1.63,8,1613.61,592.35,9995,1.34
PXI,2024-12-05,0,0.21,0,0,1.32,-243,-7.56,177.93,4433,0.41
PXM,2024-12-05,0,0.17,0,0,1.51,-1212,-0.41,0.07,-32045,-0.02
PXA,2024-12-05,0,0.11,0,0,0.27,51,23.36,3.62,2061,0.58
PXS,2024-12-05,0,10.55,0,0,0.08,-101,-24.66,14.76,2082,1.20
QCG,2024-12-05,95200,0.68,0,0,1.40,96,124.35,32.74,16412,0.73
PXT,2024-12-05,0,2.28,0,0,1.54,34,79.40,44.97,2768,0.97
QBS,2024-12-05,0,0,0,0,0.79,-1666,-0.42,60.66,5313,0.13
QCC,2024-12-05,0,0.77,1000,0.12,1.63,0,0,8.39,14380,0.60
QHD,2024-12-05,0,0.30,4000,0.12,0,3113,10.99,12.60,22260,1.54
QHW,2024-12-05,0,0.22,1200,0.04,0.05,0,0,6.49,0,0
QNS,2024-12-05,0,13.46,4000,0.08,0.78,6727,7.55,13.93,25512,1.99
QNP,2024-12-05,0,0,1200,0.03,0.21,3068,11.69,12.60,21102,1.70
QNT,2024-12-05,0,0,0,0,1.21,0,0,14.98,0,0
QNC,2024-12-05,0,15.44,0,0,0.48,187,34.18,11.39,11353,0.56
QNU,2024-12-05,0,0,386,0.04,0,0,0,22.48,0,0
QNW,2024-12-05,0,0,400,0.02,-0.16,1641,10.91,26.46,12657,1.41
QPH,2024-12-05,0,0.03,2000,0.07,-0.01,4039,6.93,8.84,24599,1.14
QTP,2024-12-05,0,0.88,1500,0.11,0.78,1497,9.38,12.65,11890,1.18
QST,2024-12-05,0,0,2000,0.10,-0.01,2643,7.76,6.64,12841,1.60
QTC,2024-12-05,0,0,650,0.04,0.78,438,34.68,27,14987,1.01
RAL,2024-12-05,3500,2.16,5000,0.04,0.27,25611,4.73,8.27,132457,0.91
RAT,2024-12-05,0,0.49,0,0,-0.09,0,0,14.65,0,0
RCC,2024-12-05,0,0.05,0,0,0.26,844,19.54,21.39,12782,1.29
RCD,2024-12-05,0,0.13,0,0,2.52,0,0,31.99,0,0
