stock_code,date,foreign_buy,percent_foreign_ownership,cash_dividend,dividend_yield,beta,eps,pe,forward_pe,bvps,pb
GAB,2024-11-14,,0.31,,,,-447.0,-438.93,975.71,10052.0,19.54
GAS,2024-11-14,170200.0,1.8,6000.0,0.09,0.63,4831.0,14.39,28.08,25465.0,2.73
G36,2024-11-14,,,,,1.83,524.0,12.52,63.53,10872.0,0.6
GCB,2024-11-14,,,,,,577.0,31.18,5.89,16405.0,1.1
FUEMAVND,2024-11-14,,92.9,,,,,,,,
GCF,2024-11-14,,0.01,,,-0.5,1957.0,11.62,13.33,13868.0,1.64
GDT,2024-11-14,200.0,10.55,1000.0,0.03,1.01,2516.0,11.39,10.38,14388.0,1.99
GDA,2024-11-14,,20.63,2000.0,0.07,2.54,2966.0,9.56,10.84,34078.0,0.83
GDW,2024-11-14,,6.29,1400.0,0.05,-0.72,1533.0,18.27,5.85,18294.0,1.53
GH3,2024-11-14,,,430.0,0.07,,,,10.54,,
GEX,2024-11-14,69700.0,6.45,,,1.53,1217.0,15.61,8.5,26275.0,0.72
GEG,2024-11-14,,45.54,,,1.59,318.0,34.28,17.06,16249.0,0.67
GEE,2024-11-14,,0.02,1000.0,0.03,1.39,3739.0,8.83,10.99,22208.0,1.49
GIL,2024-11-14,186000.0,2.19,,,1.81,1489.0,13.5,14.06,36552.0,0.55
GGG,2024-11-14,,2.09,,,0.17,-634.0,-6.31,1.96,-1559.0,-2.57
GER,2024-11-14,,0.01,400.0,0.03,-0.29,-417.0,-30.92,20.07,10618.0,1.21
GIC,2024-11-14,,10.38,1200.0,0.08,-0.05,1505.0,9.83,10.87,19725.0,0.75
GHC,2024-11-14,,3.97,3000.0,0.11,0.51,3278.0,8.71,9.58,22485.0,1.27
GLC,2024-11-14,,,,,,-1455.0,-6.87,-6.72,704.0,14.2
GKM,2024-11-14,,0.01,,,0.26,683.0,8.49,3.04,10861.0,0.53
GLW,2024-11-14,,,300.0,0.03,0.19,658.0,13.98,14.88,10868.0,0.85
GMA,2024-11-14,,,,,-0.15,853.0,62.82,536.0,23805.0,2.25
GMD,2024-11-14,108532.0,49.0,2200.0,0.03,0.93,4260.0,15.45,12.12,33909.0,1.94
GPC,2024-11-14,,,,,1.54,1171.0,2.56,3.9,14352.0,0.21
GLT,2024-11-14,,,1500.0,0.06,0.22,152.0,174.02,15.46,15233.0,1.74
GMH,2024-11-14,,0.72,1000.0,0.12,0.65,410.0,19.87,8.15,10654.0,0.76
GMC,2024-11-14,,6.89,,,-0.25,-480.0,-16.98,6.72,11772.0,0.69
GND,2024-11-14,,0.25,2000.0,0.07,-0.27,508.0,52.9,9.29,15590.0,1.73
GMX,2024-11-14,,6.3,2400.0,0.13,-0.05,1990.0,9.55,7.29,13217.0,1.44
GSP,2024-11-14,,0.7,,,0.94,1839.0,7.01,9.43,13681.0,0.94
GTA,2024-11-14,,0.15,550.0,0.05,0.92,937.0,10.99,12.51,16125.0,0.64
GTS,2024-11-14,,,800.0,0.08,0.31,996.0,10.14,12.45,11013.0,0.92
GVR,2024-11-14,29250.0,0.36,650.0,0.02,2.35,862.0,37.77,37.88,14339.0,2.27
GTD,2024-11-14,,,,,0.14,,,827.91,,
GTT,2024-11-14,,0.12,,,,-2979.0,-0.1,-0.08,-24716.0,-0.01
GVT,2024-11-14,,0.02,3600.0,0.05,0.4,1034.0,75.4,15.61,12607.0,6.19
HAC,2024-11-14,,0.63,,,1.74,336.0,30.98,7.99,9243.0,1.13
HAF,2024-11-14,,,,,-0.45,-509.0,-25.24,16.86,10391.0,1.24
HAG,2024-11-14,1365200.0,2.62,,,1.01,1851.0,6.1,9.05,8473.0,1.33
HAD,2024-11-14,,11.6,1200.0,0.08,0.25,1833.0,8.46,13.76,19038.0,0.81
HAH,2024-11-14,676900.0,11.01,,,1.22,3939.0,11.7,19.29,29864.0,1.54
H11,2024-11-14,,0.23,,,0.85,,,0.02,,
HAM,2024-11-14,,,1000.0,0.03,-0.04,,,7.23,,
HAP,2024-11-14,,2.21,,,0.79,118.0,36.38,9.22,11694.0,0.37
HAI,2024-11-14,,1.18,,,,-57.0,-26.23,34.25,9941.0,0.15
HAR,2024-11-14,600.0,2.57,,,1.27,90.0,37.62,17.79,11229.0,0.3
HAN,2024-11-14,,,700.0,0.07,2.33,432.0,23.86,32.07,11469.0,0.9
HBC,2024-11-14,143200.0,10.44,,,1.19,2921.0,1.69,3.96,4739.0,1.04
HAT,2024-11-14,200.0,5.06,3000.0,0.07,-0.89,8247.0,5.21,7.19,24476.0,1.76
HAX,2024-11-14,71400.0,16.28,300.0,0.02,1.22,1145.0,14.23,8.76,12601.0,1.29
HAS,2024-11-14,,15.33,50.0,0.01,0.76,-553.0,-14.82,13.12,16921.0,0.48
HC3,2024-11-14,,0.2,2000.0,0.08,-1.78,2016.0,13.15,12.18,34399.0,0.77
HBD,2024-11-14,,0.47,1400.0,0.08,0.21,1348.0,12.98,9.89,14685.0,1.19
HAV,2024-11-14,,,,,0.59,,,2220.39,,
HBH,2024-11-14,,2.01,,,-0.97,-130.0,-44.52,96.27,9842.0,0.59
HC1,2024-11-14,,,1000.0,0.09,0.51,482.0,23.25,7.31,24076.0,0.47
HCB,2024-11-14,,,2000.0,0.07,-0.32,,,6.07,,
HCD,2024-11-14,,,,,1.15,1450.0,6.03,5.31,12906.0,0.68
HBS,2024-11-14,,0.17,2000.0,0.27,1.58,437.0,16.94,5.31,10960.0,0.68
HCM,2024-11-14,690500.0,45.4,1178.0,0.04,1.84,1680.0,16.67,17.01,14286.0,1.96
HD2,2024-11-14,,0.06,,,0.62,1854.0,9.87,48.23,16430.0,1.11
HCC,2024-11-14,,13.05,1200.0,0.1,-0.09,1634.0,7.41,5.72,12707.0,0.95
HCT,2024-11-14,,0.38,,,,-883.0,-10.87,40.33,18880.0,0.51
HCI,2024-11-14,,,,,,,,23.02,,
HDG,2024-11-14,6600.0,15.43,500.0,0.02,1.89,2305.0,12.5,9.97,22465.0,1.28
HD8,2024-11-14,,,1300.0,0.15,0.01,,,123.61,,
HDA,2024-11-14,,,,,0.59,-75.0,-50.45,6.56,12068.0,0.31
HDB,2024-11-14,840300.0,17.52,1000.0,0.04,1.11,4478.0,5.73,5.92,18398.0,1.39
HDC,2024-11-14,19000.0,2.92,,,1.5,790.0,33.04,10.98,12728.0,2.05
HD6,2024-11-14,,,,,1.19,1156.0,11.63,4.52,20843.0,0.65
HDS,2024-11-14,,,,,,41.0,201.7,20.03,10224.0,0.81
HDM,2024-11-14,,0.06,4000.0,0.12,0.81,5194.0,6.56,6.22,21015.0,1.62
HDP,2024-11-14,,,1200.0,0.06,0.09,434.0,42.89,12.32,13684.0,1.36
HDO,2024-11-14,,0.44,,,,-6236.0,-0.06,4.52,-9279.0,-0.04
HEC,2024-11-14,,,4500.0,0.08,0.19,,,7.48,,
HDW,2024-11-14,,0.04,792.0,0.06,-0.87,1508.0,9.28,9.92,14083.0,0.99
HFB,2024-11-14,,,850.0,0.1,-0.96,,,11.64,,
HEJ,2024-11-14,,,,,-0.02,,,63.61,,
HEP,2024-11-14,,0.72,1039.0,0.06,-0.08,,,7.27,,
HFC,2024-11-14,,,,,2.5,,,7.3,,
HGM,2024-11-14,,0.2,6500.0,0.05,-0.08,11214.0,11.82,33.39,25910.0,5.11
HEV,2024-11-14,,2.34,,,-0.08,-1208.0,-18.13,43.8,12209.0,1.79
HES,2024-11-14,,,,,0.1,515.0,92.18,31.7,12500.0,3.8
HFX,2024-11-14,,,,,-1.21,,,4.95,,
HHC,2024-11-14,,0.22,,,-0.77,2916.0,35.32,24.17,38597.0,2.67
HHG,2024-11-14,,0.2,,,2.24,-991.0,-1.42,9.19,2677.0,0.52
HHV,2024-11-14,23300.0,7.98,,,1.21,672.0,16.81,12.09,15744.0,0.72
HID,2024-11-14,,0.58,,,0.67,269.0,10.09,11.67,11890.0,0.23
HHP,2024-11-14,,6.79,,,0.68,202.0,44.97,17.45,11869.0,0.76
HHN,2024-11-14,,,1200.0,2.4,,,,0.55,,
HHS,2024-11-14,31400.0,5.31,,,1.87,1325.0,5.48,8.91,12984.0,0.56
HGT,2024-11-14,,49.0,,,-0.98,3537.0,2.88,59.82,10695.0,0.95
HII,2024-11-14,,0.85,,,0.77,64.0,68.83,3.51,13391.0,0.33
HIO,2024-11-14,,0.04,,,0.24,927.0,11.34,11.15,11972.0,0.88
HIG,2024-11-14,,,,,0.29,375.0,27.26,11.52,19356.0,0.53
HJC,2024-11-14,,,,,-0.17,1109.0,5.32,7.15,13952.0,0.42
HJS,2024-11-14,,0.62,2200.0,0.07,0.27,2519.0,13.06,16.26,14984.0,2.2
HKT,2024-11-14,,0.26,,,0.34,151.0,56.99,10.55,11722.0,0.73
HLA,2024-11-14,,0.12,,,,-3771.0,-0.11,0.4,-46986.0,-0.01
HLD,2024-11-14,,4.22,,,0.49,113.0,238.91,215.94,21271.0,1.27
HKB,2024-11-14,,0.82,,,1.94,-1137.0,-0.53,-2.67,1981.0,0.3
HLC,2024-11-14,,9.66,800.0,0.07,0.9,2946.0,4.11,3.1,15457.0,0.78
HLT,2024-11-14,,,,,0.02,16.0,777.01,15.03,19390.0,0.63
HLS,2024-11-14,,,1000.0,0.06,-0.02,,,12.93,,
HLO,2024-11-14,,39.35,,,0.15,,,18.94,,
HMC,2024-11-14,,0.44,800.0,0.07,0.74,1071.0,10.17,18.6,14436.0,0.76
HLB,2024-11-14,,,9000.0,0.03,-0.85,,,9.61,,
HLY,2024-11-14,,1.56,,,-0.16,-4613.0,-3.58,-1.91,609064.0,0.03
HMG,2024-11-14,,,800.0,0.07,,2043.0,5.68,10.44,11124.0,1.04
HMR,2024-11-14,,,968.0,0.09,0.59,983.0,11.19,7.72,13329.0,0.83
HMH,2024-11-14,,0.45,,,-0.53,1211.0,11.48,22.93,17006.0,0.82
HMS,2024-11-14,,,800.0,0.03,0.84,,,10.77,,
HND,2024-11-14,,0.02,1102.0,0.08,0.9,613.0,21.32,17.48,12223.0,1.07
HNA,2024-11-14,,,,,-0.13,1086.0,23.58,33.46,13367.0,1.92
HNF,2024-11-14,,0.09,7000.0,0.24,0.44,4996.0,5.72,12.55,21722.0,1.32
HNI,2024-11-14,,,1500.0,0.06,0.66,2990.0,7.73,17.18,17586.0,1.31
HNB,2024-11-14,,0.29,650.0,0.05,2.01,740.0,17.37,8.68,10688.0,1.2
HNG,2024-11-14,,1.73,,,1.56,-1043.0,-4.69,-45.13,1677.0,2.92
HNP,2024-11-14,,2.67,500.0,0.02,-0.22,,,26.51,12531.0,1.69
HNM,2024-11-14,,,,,0.99,605.0,14.22,7.96,10579.0,0.81
HNR,2024-11-14,,45.57,,,,-586.0,-20.49,-10.62,17417.0,0.69
HOM,2024-11-14,,0.81,,,0.09,-783.0,-4.85,-2.72,12195.0,0.31
HPG,2024-11-14,1218300.0,22.13,,,0.93,2028.0,13.34,17.3,17476.0,1.55
HPD,2024-11-14,,10.21,1000.0,0.04,0.13,1027.0,22.29,9.53,13296.0,1.72
HOT,2024-11-14,,,,,-0.2,1164.0,9.02,16.66,6650.0,1.58
HPH,2024-11-14,,,,,0.19,,,18.36,,
HPB,2024-11-14,,0.08,1500.0,0.08,-0.18,4007.0,4.62,21.75,21939.0,0.84
HPI,2024-11-14,,,,,0.27,1416.0,10.45,36.75,6791.0,2.18
HPM,2024-11-14,,1.28,,,0.05,3228.0,2.69,2.2,10000.0,0.87
HPW,2024-11-14,,0.12,850.0,0.05,0.65,1455.0,11.75,13.57,14246.0,1.2
HPP,2024-11-14,,23.52,3000.0,0.04,0.35,,,6.22,,
HPX,2024-11-14,4000.0,0.37,,,1.52,418.0,11.28,13.67,11948.0,0.4
HQC,2024-11-14,,0.66,,,0.85,54.0,58.4,1.82,9398.0,0.34
HPT,2024-11-14,,3.47,1200.0,0.06,0.89,34.0,576.49,6.52,3553.0,5.47
HSA,2024-11-14,,,,,,9841.0,3.35,12.18,33698.0,0.98
HRB,2024-11-14,,,3050.0,0.05,,,,27.89,,
HSG,2024-11-14,100500.0,10.54,500.0,0.03,1.67,827.0,24.13,30.72,17573.0,1.14
HRC,2024-11-14,,0.6,,,-0.54,640.0,64.66,229.46,18163.0,2.28
HSP,2024-11-14,,2.93,1140.0,0.11,0.12,1411.0,7.58,9.19,15581.0,0.69
HSM,2024-11-14,,,,,0.38,-7021.0,-0.77,17.3,18565.0,0.29
HSL,2024-11-14,,1.79,,,0.46,325.0,12.84,8.84,11561.0,0.36
HSI,2024-11-14,,,,,0.04,-3721.0,-0.3,5.5,-1257.0,-0.88
HSV,2024-11-14,,0.06,,,3.09,189.0,19.62,14.57,10901.0,0.34
HT1,2024-11-14,,1.36,,,0.98,257.0,45.99,194.05,12733.0,0.93
HTG,2024-11-14,,0.02,4500.0,0.1,0.74,6126.0,7.48,7.5,26052.0,1.76
HTE,2024-11-14,,,,,1.42,57.0,67.79,62.91,10156.0,0.38
HTC,2024-11-14,,,1400.0,0.04,0.44,2104.0,16.63,15.33,17648.0,1.98
HTI,2024-11-14,,15.29,1600.0,0.1,0.08,2475.0,6.48,5.34,19569.0,0.82
HTL,2024-11-14,,30.14,5000.0,0.17,0.44,4130.0,7.02,68.75,18195.0,1.59
HTN,2024-11-14,7000.0,0.97,,,1.51,504.0,15.03,10.72,17174.0,0.44
HTT,2024-11-14,,0.72,,,0.3,-415.0,-3.37,4.55,5880.0,0.24
HTM,2024-11-14,,,,,0.8,-99.0,-102.99,-533.09,10025.0,1.02
HTP,2024-11-14,,,,,2.85,-634.0,-4.73,236.22,23692.0,0.13
HU3,2024-11-14,,0.3,,,1.47,-1269.0,-2.77,43.95,14308.0,0.25
HU1,2024-11-14,,0.02,300.0,0.05,0.16,27.0,247.84,17.37,14904.0,0.44
HUB,2024-11-14,,1.13,1500.0,0.08,0.48,2510.0,7.43,8.17,22640.0,0.82
HU4,2024-11-14,,0.13,1000.0,0.09,1.35,590.0,18.49,6.4,13347.0,0.82
HTV,2024-11-14,,5.9,300.0,0.03,-0.02,674.0,14.4,14.6,25078.0,0.39
HUT,2024-11-14,,1.57,,,0.71,76.0,213.66,21.91,13655.0,1.19
HU6,2024-11-14,,,,,-0.82,,,2190.26,,
HVA,2024-11-14,,24.29,,,1.24,76.0,79.12,4.12,10368.0,0.58
HUG,2024-11-14,,,3000.0,0.09,-0.34,3287.0,9.86,11.49,13980.0,2.32
HVH,2024-11-14,14000.0,0.73,,,0.88,620.0,13.35,11.2,13683.0,0.6
HVN,2024-11-14,39800.0,7.71,,,2.19,1794.0,14.5,-9.85,-5007.0,-5.19
HVT,2024-11-14,200.0,1.42,3000.0,0.03,0.84,6289.0,14.79,9.64,38705.0,2.4
HVX,2024-11-14,,0.95,,,0.33,-1625.0,-1.54,-2.36,8188.0,0.31
IBC,2024-11-14,,1.33,,,,-1048.0,-1.62,1.0,18285.0,0.09
HVG,2024-11-14,,0.55,,,,-2771.0,-0.51,0.91,2901.0,0.48
HWS,2024-11-14,,1.03,950.0,0.06,0.38,1443.0,11.64,10.61,12496.0,1.34
ICC,2024-11-14,,6.7,1800.0,0.07,-1.31,,,16.47,,
ICG,2024-11-14,,6.28,500.0,0.07,0.44,-467.0,-14.36,67.0,16212.0,0.41
IBD,2024-11-14,,,900.0,0.08,-0.18,208.0,55.24,10.64,10203.0,1.13
ICF,2024-11-14,,2.7,,,0.3,-178.0,-20.36,46.53,6540.0,0.56
IDI,2024-11-14,100.0,0.84,,,1.71,254.0,33.5,8.42,12679.0,0.67
IDC,2024-11-14,276600.0,23.04,4000.0,0.07,1.2,6634.0,8.59,7.52,20275.0,2.81
ICT,2024-11-14,3200.0,0.54,500.0,0.04,0.68,1058.0,12.29,12.18,19994.0,0.65
ICN,2024-11-14,,,3000.0,0.06,0.48,10236.0,5.03,15.84,18190.0,2.83
ICI,2024-11-14,,,200.0,0.03,-1.65,,,50.4,,
IDJ,2024-11-14,16600.0,0.68,,,2.09,756.0,8.07,10.18,12048.0,0.51
IDP,2024-11-14,,13.29,8500.0,0.03,1.14,16198.0,15.23,16.94,54347.0,4.54
IJC,2024-11-14,,4.62,700.0,0.05,1.62,883.0,15.07,9.83,13285.0,1.0
IMP,2024-11-14,6300.0,49.28,1000.0,0.02,0.84,3743.0,11.43,15.59,13961.0,3.07
ILA,2024-11-14,,,,,0.85,59.0,69.09,5.35,10851.0,0.37
ILB,2024-11-14,,6.76,2107.0,0.06,0.35,4082.0,7.96,8.07,22125.0,1.47
IDV,2024-11-14,,19.91,1500.0,0.04,0.86,3922.0,9.59,10.78,24638.0,1.53
IFS,2024-11-14,,97.81,2400.0,0.09,1.46,2194.0,11.98,11.94,13704.0,1.92
ILS,2024-11-14,,,,,-0.12,578.0,25.96,253.12,9474.0,1.58
IN4,2024-11-14,,,1500.0,0.02,-0.09,1487.0,45.73,10.74,15729.0,4.32
IHK,2024-11-14,,0.09,1250.0,0.09,-0.01,2339.0,5.9,9.24,13392.0,1.03
IME,2024-11-14,,,,,,491.0,286.94,60.86,11382.0,12.39
ING,2024-11-14,,,,,0.28,-389.0,-20.81,-17.58,-1279.0,-6.33
IPA,2024-11-14,,0.52,,,1.53,2203.0,5.95,6.59,20381.0,0.64
INN,2024-11-14,,3.75,2500.0,0.05,0.11,6415.0,8.48,8.44,38173.0,1.43
INC,2024-11-14,,9.4,,,-0.24,469.0,78.65,33.64,12267.0,3.01
ILC,2024-11-14,,,,,-2.78,1930.0,3.01,3.16,8142.0,0.71
IRC,2024-11-14,,,350.0,0.04,0.2,821.0,10.59,25.37,10058.0,0.86
ITA,2024-11-14,,0.4,,,0.73,234.0,10.02,12.39,11120.0,0.21
ISG,2024-11-14,,,,,-0.14,-3204.0,-2.18,0.43,-36288.0,-0.19
IST,2024-11-14,,0.19,2300.0,0.06,-1.51,5506.0,6.54,5.97,18912.0,1.9
ITD,2024-11-14,400.0,1.08,,,1.16,-2109.0,-6.5,13.44,14279.0,0.96
ISH,2024-11-14,,,2000.0,0.07,0.1,1657.0,16.78,16.16,12717.0,2.19
ITC,2024-11-14,,0.31,,,1.2,817.0,13.28,14.94,24242.0,0.45
IVS,2024-11-14,55500.0,79.74,,,1.47,261.0,36.74,19.76,11114.0,0.86
ITS,2024-11-14,,,100.0,0.03,0.38,189.0,19.59,9.79,10741.0,0.34
KBC,2024-11-14,322800.0,19.1,,,1.62,550.0,53.71,5.67,26860.0,1.1
KCE,2024-11-14,,0.01,1000.0,0.1,0.72,1939.0,5.42,7.88,15257.0,0.69
JOS,2024-11-14,,0.27,,,0.16,-2963.0,-0.27,,-20021.0,-0.04
KAC,2024-11-14,,0.03,,,,110.0,190.11,50.4,13244.0,1.59
KDH,2024-11-14,334200.0,36.6,,,0.94,582.0,57.51,38.56,20764.0,1.61
JVC,2024-11-14,,1.52,,,0.95,394.0,8.16,11.69,4651.0,0.69
ITQ,2024-11-14,,,,,0.69,42.0,65.04,17.2,10435.0,0.26
KCB,2024-11-14,,2.57,500.0,0.07,1.0,2019.0,3.73,11.17,10875.0,0.69
KDC,2024-11-14,7600.0,19.73,1600.0,0.03,0.32,-1948.0,-25.82,18.22,24936.0,2.02
KDM,2024-11-14,,,,,0.67,318.0,50.99,28.3,10063.0,1.61
KGM,2024-11-14,,0.02,375.0,0.05,0.93,509.0,13.54,14.61,10630.0,0.65
KHG,2024-11-14,,1.02,,,1.11,114.0,46.28,9.23,11590.0,0.45
KHP,2024-11-14,,1.24,600.0,0.05,-0.33,3384.0,3.71,19.4,12831.0,0.98
KKC,2024-11-14,,0.53,,,0.77,655.0,9.31,39.65,7844.0,0.78
KHL,2024-11-14,,0.59,,,,-82.0,-8.51,16.8,3778.0,0.19
KLB,2024-11-14,30000.0,0.48,,,0.8,1854.0,6.57,5.56,17518.0,0.7
KHS,2024-11-14,,,,,-0.46,2125.0,5.65,8.05,18168.0,0.66
KIP,2024-11-14,,,800.0,0.07,0.72,1948.0,5.9,6.83,22740.0,0.51
KLF,2024-11-14,,0.53,,,,-724.0,-1.11,13.78,9686.0,0.08
KMR,2024-11-14,,62.36,,,0.5,86.0,37.18,16.6,11315.0,0.28
KHW,2024-11-14,,,1238.0,0.06,0.05,2619.0,7.48,9.07,13110.0,1.5
KHD,2024-11-14,,,,,0.51,-608.0,-14.98,11.88,13963.0,0.65
MGG,2024-11-14,,,1500.0,0.05,0.12,,,12.3,,
KOS,2024-11-14,,0.18,,,0.09,134.0,288.55,77.27,10767.0,3.58
KSB,2024-11-14,200.0,3.07,,,1.87,368.0,49.21,15.98,23026.0,0.79
KMT,2024-11-14,,,600.0,0.07,0.37,1297.0,6.86,7.3,13920.0,0.64
KPF,2024-11-14,,0.14,,,1.47,-5087.0,-0.34,90.01,8365.0,0.21
KSD,2024-11-14,,25.29,,,-0.05,2.0,2690.06,27.6,9993.0,0.46
KSF,2024-11-14,,,,,0.14,2108.0,19.26,47.76,26617.0,1.53
KSQ,2024-11-14,,0.57,,,1.58,382.0,7.59,544.09,8965.0,0.32
KSV,2024-11-14,,,500.0,0.01,-0.63,4239.0,12.27,34.67,17815.0,2.92
KST,2024-11-14,,0.38,600.0,0.05,-0.43,1269.0,8.67,8.24,12463.0,0.88
KTT,2024-11-14,,,,,-0.22,-7007.0,-0.33,0.85,1882.0,1.22
KSH,2024-11-14,,0.22,,,,-2.0,-216.22,7.67,8336.0,0.05
KTS,2024-11-14,,0.06,800.0,0.02,0.88,6891.0,6.21,8.22,45620.0,0.94
KVC,2024-11-14,,1.54,,,1.71,-405.0,-3.44,17.28,9064.0,0.15
KTC,2024-11-14,,,500.0,0.05,1.12,847.0,11.22,21.61,11575.0,0.82
KTL,2024-11-14,,0.1,1100.0,0.06,0.68,2344.0,7.55,5.23,20972.0,0.84
L10,2024-11-14,,0.95,1000.0,0.05,0.01,3310.0,6.53,11.24,27990.0,0.77
L12,2024-11-14,,0.06,,,1.72,430.0,9.3,6.97,18045.0,0.22
L14,2024-11-14,500.0,0.17,500.0,0.02,1.88,799.0,33.66,33.2,13766.0,1.95
L40,2024-11-14,,0.11,,,1.16,1260.0,30.64,28.95,19373.0,1.99
L35,2024-11-14,,0.01,,,-0.11,-3116.0,-0.96,-9.47,4692.0,0.64
KTW,2024-11-14,,,1086.0,0.11,,,,9.08,,
L44,2024-11-14,,1.08,,,-0.62,-2347.0,-0.3,5.6,-22523.0,-0.03
L63,2024-11-14,,,,,-0.65,,,22.19,,
L45,2024-11-14,,0.13,,,0.01,17.0,193.57,138.23,10942.0,0.3
L61,2024-11-14,,,,,0.49,-7010.0,-0.19,-0.17,-2555.0,-0.51
L43,2024-11-14,,1.06,,,0.71,-2365.0,-1.12,38.05,4897.0,0.54
LAF,2024-11-14,,2.51,1500.0,0.08,0.36,2844.0,6.4,6.93,15163.0,1.2
LAS,2024-11-14,4600.0,0.28,1000.0,0.04,2.56,1832.0,12.28,18.67,12808.0,1.76
LBE,2024-11-14,,,,,0.12,667.0,32.98,44.0,12426.0,1.77
LAW,2024-11-14,,,,,0.15,1075.0,26.05,18.46,16224.0,1.73
LCD,2024-11-14,,,,,,990.0,21.91,59.18,20387.0,1.06
LCG,2024-11-14,9000.0,2.05,500.0,0.05,1.3,839.0,12.4,15.49,13290.0,0.78
LBM,2024-11-14,,15.62,2500.0,0.09,1.08,3330.0,8.15,12.07,15818.0,1.72
LCC,2024-11-14,,,,,-0.38,,,-127.39,,
LCM,2024-11-14,,4.5,,,0.08,139.0,7.9,13.55,5019.0,0.22
LDG,2024-11-14,,0.92,,,1.55,-2101.0,-0.9,195.27,8757.0,0.22
LCS,2024-11-14,,0.21,,,0.36,-63.0,-14.29,13.68,9536.0,0.09
LDW,2024-11-14,,,510.0,0.03,-0.12,1157.0,13.4,15.2,11968.0,1.3
LEC,2024-11-14,,0.01,,,0.19,-754.0,-7.66,18.81,12345.0,0.47
L18,2024-11-14,,,1000.0,0.03,1.59,3611.0,10.74,15.97,18083.0,2.15
LGC,2024-11-14,,44.98,2500.0,0.04,-0.02,4805.0,12.49,12.42,29014.0,2.07
LG9,2024-11-14,,,,,2.76,,,15.68,,
LHC,2024-11-14,,0.56,2500.0,0.03,0.48,3731.0,19.54,10.14,49565.0,1.47
LHG,2024-11-14,,18.07,1900.0,0.05,1.3,4059.0,9.19,14.19,32283.0,1.16
LGL,2024-11-14,,2.1,,,0.82,-1040.0,-2.38,21.29,12357.0,0.2
LGM,2024-11-14,,,,,-1.0,,,15.01,,
LIC,2024-11-14,,,,,2.71,113.0,323.77,62.42,4635.0,7.91
LIG,2024-11-14,,,,,0.74,2.0,1387.56,4.69,12108.0,0.24
LKW,2024-11-14,,3.82,2000.0,0.07,-0.11,,,5.71,11318.0,2.65
LIX,2024-11-14,1500.0,3.84,3000.0,0.09,0.67,4581.0,7.26,8.98,14003.0,2.37
LM3,2024-11-14,,,,,,-6150.0,-0.57,29.65,-62383.0,-0.06
LM7,2024-11-14,,0.34,,,-0.05,-4751.0,-0.46,36.67,-1390.0,-1.58
LM8,2024-11-14,,0.51,1000.0,0.07,0.03,1752.0,7.68,7.28,31750.0,0.42
LMH,2024-11-14,,0.08,,,1.37,-159.0,-6.94,1.88,-1891.0,-0.58
LMC,2024-11-14,,,,,-1.62,421.0,47.78,7.73,11784.0,1.71
LPB,2024-11-14,300.0,0.52,,,0.96,3854.0,8.25,8.56,15901.0,2.0
LMI,2024-11-14,,,1300.0,0.13,-0.21,,,9.71,,
LNC,2024-11-14,,,40.0,,,104.0,96.41,95.37,10037.0,1.0
LO5,2024-11-14,,0.79,,,1.1,-1387.0,-0.79,-0.38,-22149.0,-0.05
LSS,2024-11-14,,0.82,,,1.73,1676.0,6.77,6.27,23798.0,0.48
LPT,2024-11-14,,,,,0.52,2062.0,3.18,7.16,13343.0,0.49
LQN,2024-11-14,,,,,0.92,,,8.33,,
LTC,2024-11-14,,2.07,,,-0.22,-527.0,-4.17,42.04,11295.0,0.19
LTG,2024-11-14,,33.55,,,1.38,2818.0,2.84,16.12,29520.0,0.27
LDP,2024-11-14,,,,,0.04,-478.0,-27.18,55.05,7569.0,1.72
LAI,2024-11-14,,,,,1.58,-44.0,-767.15,2.57,10851.0,3.09
MBB,2024-11-14,12660473.0,23.24,500.0,0.02,1.19,4057.0,5.95,6.29,20734.0,1.16
LUT,2024-11-14,,0.54,,,-0.62,-203.0,-3.46,13.13,7108.0,0.1
M10,2024-11-14,,,1500.0,0.07,1.37,3278.0,6.86,6.21,17302.0,1.3
MAS,2024-11-14,,15.94,,,-0.58,1740.0,20.12,31.47,8060.0,4.34
MAC,2024-11-14,,0.06,500.0,0.02,0.11,2802.0,8.42,17.86,15030.0,1.57
MBG,2024-11-14,5600.0,0.68,,,1.05,-488.0,-6.56,9.62,10562.0,0.3
MA1,2024-11-14,,,3000.0,0.06,0.32,,,4.07,,
MCF,2024-11-14,,1.48,1200.0,0.14,0.49,983.0,8.85,8.26,10845.0,0.8
MCC,2024-11-14,,0.08,,,,177.0,67.8,22.78,14340.0,0.84
MBN,2024-11-14,,,,,,,,-6.36,,
MBS,2024-11-14,5800.0,2.63,1200.0,0.04,2.45,1713.0,16.52,16.65,11291.0,2.51
MCG,2024-11-14,,0.28,,,1.32,-37.0,-50.51,69.36,4446.0,0.41
MCH,2024-11-14,1103800.0,2.46,22300.0,0.1,0.84,10831.0,20.35,22.21,21866.0,10.08
MCM,2024-11-14,,0.93,3000.0,0.08,0.76,2130.0,16.95,11.97,21375.0,1.69
MCO,2024-11-14,500.0,0.46,,,0.98,77.0,132.48,209.32,12934.0,0.79
MDA,2024-11-14,,,,,,,,4.54,,
MCP,2024-11-14,,0.16,,,,1247.0,22.86,19.3,17526.0,1.63
MDC,2024-11-14,,18.22,700.0,0.07,0.4,2274.0,4.31,3.35,14921.0,0.66
