ID,CatID,Exchange,IndustryName,Code,Name,TotalShares,URL,Row,TotalRecord
3218,5,UPCoM,"Thực phẩm, đồ uống và thuốc lá",AFX,CTCP Xuất nhập khẩu Nông sản Thực phẩm An Giang,35000000,https://finance.vietstock.vn/AFX-ctcp-xuat-nhap-khau-nong-san-thuc-pham-an-giang.htm,27,3275
4633,5,UPCoM,Hàng tiêu dùng và trang trí,AG1,CTCP 28.1,4863386,https://finance.vietstock.vn/AG1-ctcp-28-1.htm,28,3275
38,5,UPCoM,"Thực phẩm, đồ uống và thuốc lá",AGF,CTCP Xuất nhập khẩu Thủy sản An Giang,28109743,https://finance.vietstock.vn/AGF-ctcp-xuat-nhap-khau-thuy-san-an-giang.htm,29,3275
4782,1,HOSE,Phát triển và quản lý bất động sản,AGG,CTCP Đầu tư và Phát triển Bất động sản An Gia,156397281,https://finance.vietstock.vn/AGG-ctcp-dau-tu-va-phat-trien-bat-dong-san-an-gia.htm,30,3275
1935,1,HOSE,"Thực phẩm, đồ uống và thuốc lá",AGM,CTCP Xuất Nhập khẩu An Giang,18200000,https://finance.vietstock.vn/AGM-ctcp-xuat-nhap-khau-an-giang.htm,31,3275
2493,5,UPCoM,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",AGP,CTCP Dược phẩm Agimexpharm,23143941,https://finance.vietstock.vn/AGP-ctcp-duoc-pham-agimexpharm.htm,32,3275
1401,1,HOSE,Dịch vụ tài chính,AGR,CTCP Chứng khoán Agribank,215391309,https://finance.vietstock.vn/AGR-ctcp-chung-khoan-agribank.htm,33,3275
1245,5,UPCoM,"Thực phẩm, đồ uống và thuốc lá",AGX,CTCP Thực phẩm Nông Sản xuất khẩu Sài Gòn,10800000,https://finance.vietstock.vn/AGX-ctcp-thuc-pham-nong-san-xuat-khau-sai-gon.htm,34,3275
1991,5,UPCoM,Bảo hiểm,AIC,Tổng Công ty Cổ phần Bảo hiểm Hàng không,100000000,https://finance.vietstock.vn/AIC-tong-cong-ty-co-phan-bao-hiem-hang-khong.htm,35,3275
778,2,HNX,Nguyên vật liệu,ALT,CTCP Văn hóa Tân Bình,6172523,https://finance.vietstock.vn/ALT-ctcp-van-hoa-tan-binh.htm,36,3275
2657,5,UPCoM,Nguyên vật liệu,ALV,CTCP Xây dựng ALVICO,5657936,https://finance.vietstock.vn/ALV-ctcp-xay-dung-alvico.htm,37,3275
2655,2,HNX,Nguyên vật liệu,AMC,CTCP Khoáng sản Á Châu,2850000,https://finance.vietstock.vn/AMC-ctcp-khoang-san-a-chau.htm,38,3275
3728,5,UPCoM,Phân phối và bán lẻ hàng lâu bền,AMD,CTCP Đầu tư và Khoáng sản FLC Stone,163504874,https://finance.vietstock.vn/AMD-ctcp-dau-tu-va-khoang-san-flc-stone.htm,39,3275
2611,2,HNX,Tư liệu sản xuất,AME,CTCP Alphanam E&C,65200000,https://finance.vietstock.vn/AME-ctcp-alphanam-ec.htm,40,3275
2607,5,UPCoM,Phân phối và bán lẻ hàng lâu bền,AMP,CTCP Armephaco,13000000,https://finance.vietstock.vn/AMP-ctcp-armephaco.htm,41,3275
3116,5,UPCoM,Tư liệu sản xuất,AMS,CTCP Cơ khí Xây dựng AMECC,60000000,https://finance.vietstock.vn/AMS-ctcp-co-khi-xay-dung-amecc.htm,42,3275
2121,2,HNX,Dịch vụ và thiết bị chăm sóc sức khỏe,AMV,CTCP Sản xuất Kinh doanh Dược và Trang thiết bị Y tế Việt Mỹ,131105650,https://finance.vietstock.vn/AMV-ctcp-san-xuat-kinh-doanh-duoc-va-trang-thiet-bi-y-te-viet-my.htm,43,3275
3215,5,UPCoM,"Thực phẩm, đồ uống và thuốc lá",ANT,CTCP Rau quả Thực phẩm An Giang,18399823,https://finance.vietstock.vn/ANT-ctcp-rau-qua-thuc-pham-an-giang.htm,44,3275
1016,1,HOSE,"Thực phẩm, đồ uống và thuốc lá",ANV,CTCP Nam Việt,133539625,https://finance.vietstock.vn/ANV-ctcp-nam-viet.htm,45,3275
1896,5,UPCoM,Dịch vụ chuyên biệt và thương mại,APC,CTCP Chiếu xạ An Phú,20121395,https://finance.vietstock.vn/APC-ctcp-chieu-xa-an-phu.htm,46,3275
1704,5,UPCoM,"Thực phẩm, đồ uống và thuốc lá",APF,CTCP Nông sản Thực phẩm Quảng Ngãi,29770578,https://finance.vietstock.vn/APF-ctcp-nong-san-thuc-pham-quang-ngai.htm,47,3275
1201,1,HOSE,Dịch vụ tài chính,APG,CTCP Chứng khoán APG,223621942,https://finance.vietstock.vn/APG-ctcp-chung-khoan-apg.htm,48,3275
4803,1,HOSE,Nguyên vật liệu,APH,CTCP Tập đoàn An Phát Holdings,243884268,https://finance.vietstock.vn/APH-ctcp-tap-doan-an-phat-holdings.htm,49,3275
1864,2,HNX,Phát triển và quản lý bất động sản,API,CTCP Đầu tư Châu Á - Thái Bình Dương,84083976,https://finance.vietstock.vn/API-ctcp-dau-tu-chau-a-thai-binh-duong.htm,50,3275
4393,5,UPCoM,Phân phối và bán lẻ hàng lâu bền,APL,CTCP Cơ khí và Thiết bị áp lực - VVMI,1200000,https://finance.vietstock.vn/APL-ctcp-co-khi-va-thiet-bi-ap-luc-vvmi.htm,51,3275
2670,5,UPCoM,Năng lượng,APP,CTCP Phát triển Phụ gia và Sản phẩm Dầu Mỏ,4724632,https://finance.vietstock.vn/APP-ctcp-phat-trien-phu-gia-va-san-pham-dau-mo.htm,52,3275
1319,2,HNX,Dịch vụ tài chính,APS,CTCP Chứng khoán Châu Á Thái Bình Dương,83000000,https://finance.vietstock.vn/APS-ctcp-chung-khoan-chau-a-thai-binh-duong.htm,53,3275
2104,5,UPCoM,"Thực phẩm, đồ uống và thuốc lá",APT,CTCP Kinh doanh Thủy Hải Sản Sài Gòn,8800000,https://finance.vietstock.vn/APT-ctcp-kinh-doanh-thuy-hai-san-sai-gon.htm,54,3275
1756,2,HNX,Vận tải,ARM,CTCP Xuất nhập khẩu Hàng không,3111283,https://finance.vietstock.vn/ARM-ctcp-xuat-nhap-khau-hang-khong.htm,55,3275
