ID,CatID,Exchange,IndustryName,Code,Name,TotalShares,URL,Row,TotalRecord
4915,1,HOSE,Dịch vụ tài chính,FUEDCMID,Chứng chỉ Quỹ ETF DCVFMVNMIDCAP,30500000,https://finance.vietstock.vn/FUEDCMID-chung-chi-quy-etf-dcvfmvnmidcap.htm,462,3275
4930,1,HOSE,Dịch vụ tài chính,FUEFCV50,Chứng chỉ Quỹ ETF FPT CAPITAL VNX50,5700000,https://finance.vietstock.vn/FUEFCV50-chung-chi-quy-etf-fpt-capital-vnx50.htm,463,3275
4879,1,HOSE,Dịch vụ tài chính,FUEIP100,Chứng chỉ Quỹ ETF IPAAM VN100,5400000,https://finance.vietstock.vn/FUEIP100-chung-chi-quy-etf-ipaam-vn100.htm,464,3275
4888,1,HOSE,Dịch vụ tài chính,FUEKIV30,Chứng chỉ Quỹ ETF KIM GROWTH VN30,194300000,https://finance.vietstock.vn/FUEKIV30-chung-chi-quy-etf-kim-growth-vn30.htm,465,3275
4919,1,HOSE,Dịch vụ tài chính,FUEKIVFS,Chứng chỉ Quỹ ETF Kim Growth VNFINSELECT,24400000,https://finance.vietstock.vn/FUEKIVFS-chung-chi-quy-etf-kim-growth-vnfinselect.htm,466,3275
5688,1,HOSE,Dịch vụ tài chính,FUEKIVND,Chứng chỉ Quỹ ETF KIM GROWTH VN DIAMOND,8500000,https://finance.vietstock.vn/FUEKIVND-chung-chi-quy-etf-kim-growth-vn-diamond.htm,467,3275
4841,1,HOSE,Dịch vụ tài chính,FUEMAV30,Quỹ ETF MAFM VN30,24100000,https://finance.vietstock.vn/FUEMAV30-quy-etf-mafm-vn30.htm,468,3275
4929,1,HOSE,Dịch vụ tài chính,FUEMAVND,Chứng chỉ Quỹ ETF MAFM VNDIAMOND,31700000,https://finance.vietstock.vn/FUEMAVND-chung-chi-quy-etf-mafm-vndiamond.htm,469,3275
4833,1,HOSE,Dịch vụ tài chính,FUESSV30,Quỹ ETF SSIAM VN30,10300000,https://finance.vietstock.vn/FUESSV30-quy-etf-ssiam-vn30.htm,470,3275
4581,1,HOSE,Dịch vụ tài chính,FUESSV50,Quỹ ETF SSIAM VNX50,6400000,https://finance.vietstock.vn/FUESSV50-quy-etf-ssiam-vnx50.htm,471,3275
4798,1,HOSE,Dịch vụ tài chính,FUESSVFL,Quỹ ETF SSIAM VNFIN LEAD,26700000,https://finance.vietstock.vn/FUESSVFL-quy-etf-ssiam-vnfin-lead.htm,472,3275
4802,1,HOSE,Dịch vụ tài chính,FUEVFVND,Quỹ ETF DCVFMVN DIAMOND,388100000,https://finance.vietstock.vn/FUEVFVND-quy-etf-dcvfmvn-diamond.htm,473,3275
4831,1,HOSE,Dịch vụ tài chính,FUEVN100,Quỹ ETF VINACAPITAL VN100,29300000,https://finance.vietstock.vn/FUEVN100-quy-etf-vinacapital-vn100.htm,474,3275
3987,5,UPCoM,Hàng tiêu dùng và trang trí,G20,CTCP Đầu tư Dệt may Vĩnh Phúc,14400000,https://finance.vietstock.vn/G20-ctcp-dau-tu-det-may-vinh-phuc.htm,475,3275
4280,5,UPCoM,Tư liệu sản xuất,G36,Tổng Công ty 36 - CTCP,103745067,https://finance.vietstock.vn/G36-tong-cong-ty-36-ctcp.htm,476,3275
4749,5,UPCoM,Nguyên vật liệu,GAB,CTCP Đầu tư Khai Khoáng và Quản lý Tài sản FLC,14903987,https://finance.vietstock.vn/GAB-ctcp-dau-tu-khai-khoang-va-quan-ly-tai-san-flc.htm,477,3275
2728,1,HOSE,Dịch vụ tiện ích,GAS,Tổng Công ty Khí Việt Nam - CTCP,2296739847,https://finance.vietstock.vn/GAS-tong-cong-ty-khi-viet-nam-ctcp.htm,478,3275
2260,5,UPCoM,Phân phối và bán lẻ hàng lâu bền,GCB,CTCP Petec Bình Định,4039147,https://finance.vietstock.vn/GCB-ctcp-petec-binh-dinh.htm,479,3275
4923,5,UPCoM,"Thực phẩm, đồ uống và thuốc lá",GCF,CTCP Thực phẩm G.C,30679999,https://finance.vietstock.vn/GCF-ctcp-thuc-pham-g-c.htm,480,3275
2651,5,UPCoM,Nguyên vật liệu,GDA,CTCP Tôn Đông Á,114691510,https://finance.vietstock.vn/GDA-ctcp-ton-dong-a.htm,481,3275
1837,1,HOSE,Hàng tiêu dùng và trang trí,GDT,CTCP Chế biến Gỗ Đức Thành,21738692,https://finance.vietstock.vn/GDT-ctcp-che-bien-go-duc-thanh.htm,482,3275
1240,2,HNX,Dịch vụ tiện ích,GDW,CTCP Cấp nước Gia Định,9500000,https://finance.vietstock.vn/GDW-ctcp-cap-nuoc-gia-dinh.htm,483,3275
4896,1,HOSE,Hàng tiêu dùng và trang trí,GEE,CTCP Điện lực Gelex,300000000,https://finance.vietstock.vn/GEE-ctcp-dien-luc-gelex.htm,484,3275
3025,1,HOSE,Dịch vụ tiện ích,GEG,CTCP Điện Gia Lai,358308371,https://finance.vietstock.vn/GEG-ctcp-dien-gia-lai.htm,485,3275
2261,5,UPCoM,Xe và linh kiện,GER,CTCP Thể thao Ngôi sao Geru,2200000,https://finance.vietstock.vn/GER-ctcp-the-thao-ngoi-sao-geru.htm,486,3275
3086,1,HOSE,Hàng tiêu dùng và trang trí,GEX,CTCP Tập đoàn GELEX,851495793,https://finance.vietstock.vn/GEX-ctcp-tap-doan-gelex.htm,487,3275
1844,5,UPCoM,Tư liệu sản xuất,GGG,CTCP Ô tô Giải Phóng,29388589,https://finance.vietstock.vn/GGG-ctcp-o-to-giai-phong.htm,488,3275
4115,5,UPCoM,Tư liệu sản xuất,GH3,CTCP Công trình Giao thông Hà Nội,11500000,https://finance.vietstock.vn/GH3-ctcp-cong-trinh-giao-thong-ha-noi.htm,489,3275
2737,5,UPCoM,Dịch vụ tiện ích,GHC,CTCP Thủy điện Gia Lai,47662500,https://finance.vietstock.vn/GHC-ctcp-thuy-dien-gia-lai.htm,490,3275
4838,2,HNX,Vận tải,GIC,CTCP Đầu tư Dịch vụ và Phát triển Xanh,12120000,https://finance.vietstock.vn/GIC-ctcp-dau-tu-dich-vu-va-phat-trien-xanh.htm,491,3275
43,1,HOSE,Hàng tiêu dùng và trang trí,GIL,CTCP Sản xuất Kinh doanh và Xuất nhập khẩu Bình Thạnh,69950000,https://finance.vietstock.vn/GIL-ctcp-san-xuat-kinh-doanh-va-xuat-nhap-khau-binh-thanh.htm,492,3275
4353,2,HNX,Nguyên vật liệu,GKM,CTCP GKM Holdings,31434237,https://finance.vietstock.vn/GKM-ctcp-gkm-holdings.htm,493,3275
4721,5,UPCoM,Nguyên vật liệu,GLC,CTCP Vàng Lào Cai,10500000,https://finance.vietstock.vn/GLC-ctcp-vang-lao-cai.htm,494,3275
1268,2,HNX,Dịch vụ viễn thông,GLT,CTCP Kỹ thuật Điện Toàn cầu,10456092,https://finance.vietstock.vn/GLT-ctcp-ky-thuat-dien-toan-cau.htm,495,3275
4350,5,UPCoM,Dịch vụ tiện ích,GLW,CTCP Cấp thoát nước Gia Lai,18000000,https://finance.vietstock.vn/GLW-ctcp-cap-thoat-nuoc-gia-lai.htm,496,3275
4839,2,HNX,Phân phối và bán lẻ hàng lâu bền,GMA,CTCP G-Automobile,19999999,https://finance.vietstock.vn/GMA-ctcp-g-automobile.htm,497,3275
795,1,HOSE,Hàng tiêu dùng và trang trí,GMC,CTCP Garmex Sài Gòn,33000259,https://finance.vietstock.vn/GMC-ctcp-garmex-sai-gon.htm,498,3275
37,1,HOSE,Vận tải,GMD,CTCP Gemadept,310486957,https://finance.vietstock.vn/GMD-ctcp-gemadept.htm,499,3275
4892,1,HOSE,Nguyên vật liệu,GMH,CTCP Minh Hưng Quảng Trị,16500000,https://finance.vietstock.vn/GMH-ctcp-minh-hung-quang-tri.htm,500,3275
2189,2,HNX,Nguyên vật liệu,GMX,CTCP Gạch ngói Gốm Xây dựng Mỹ Xuân,9040697,https://finance.vietstock.vn/GMX-ctcp-gach-ngoi-gom-xay-dung-my-xuan.htm,501,3275
2255,5,UPCoM,Nguyên vật liệu,GND,CTCP Gạch ngói Đồng Nai,9000000,https://finance.vietstock.vn/GND-ctcp-gach-ngoi-dong-nai.htm,502,3275
4928,5,UPCoM,Phân phối và bán lẻ hàng lâu bền,GPC,CTCP Tập đoàn Green+,41594000,https://finance.vietstock.vn/GPC-ctcp-tap-doan-green+.htm,503,3275
3886,5,UPCoM,Dịch vụ tiện ích,GSM,CTCP Thủy điện Hương Sơn,28562000,https://finance.vietstock.vn/GSM-ctcp-thuy-dien-huong-son.htm,504,3275
3012,1,HOSE,Vận tải,GSP,CTCP Vận tải Sản Phẩm Khí Quốc tế,61379265,https://finance.vietstock.vn/GSP-ctcp-van-tai-san-pham-khi-quoc-te.htm,505,3275
891,1,HOSE,Nguyên vật liệu,GTA,CTCP Chế biến gỗ Thuận An,10400000,https://finance.vietstock.vn/GTA-ctcp-che-bien-go-thuan-an.htm,506,3275
4067,5,UPCoM,Hàng tiêu dùng và trang trí,GTD,CTCP Giầy Thượng Đình,9300000,https://finance.vietstock.vn/GTD-ctcp-giay-thuong-dinh.htm,507,3275
4238,5,UPCoM,Tư liệu sản xuất,GTS,CTCP Công trình Giao thông Sài Gòn,28499764,https://finance.vietstock.vn/GTS-ctcp-cong-trinh-giao-thong-sai-gon.htm,508,3275
2629,5,UPCoM,Vận tải,GTT,CTCP Thuận Thảo,43503000,https://finance.vietstock.vn/GTT-ctcp-thuan-thao.htm,509,3275
4645,1,HOSE,Nguyên vật liệu,GVR,Tập đoàn Công nghiệp Cao su Việt Nam - CTCP,4000000000,https://finance.vietstock.vn/GVR-tap-doan-cong-nghiep-cao-su-viet-nam-ctcp.htm,510,3275
2832,5,UPCoM,Nguyên vật liệu,GVT,CTCP Giấy Việt Trì,11605100,https://finance.vietstock.vn/GVT-ctcp-giay-viet-tri.htm,511,3275
2744,5,UPCoM,Tư liệu sản xuất,H11,CTCP Xây dựng HUD101,1060000,https://finance.vietstock.vn/H11-ctcp-xay-dung-hud101.htm,512,3275
916,5,UPCoM,Dịch vụ tài chính,HAC,CTCP Chứng khoán Hải Phòng,29181096,https://finance.vietstock.vn/HAC-ctcp-chung-khoan-hai-phong.htm,513,3275
1839,2,HNX,"Thực phẩm, đồ uống và thuốc lá",HAD,CTCP Bia Hà Nội - Hải Dương,4000000,https://finance.vietstock.vn/HAD-ctcp-bia-ha-noi-hai-duong.htm,514,3275
3884,5,UPCoM,"Thực phẩm, đồ uống và thuốc lá",HAF,CTCP Thực phẩm Hà Nội,14500000,https://finance.vietstock.vn/HAF-ctcp-thuc-pham-ha-noi.htm,515,3275
1448,1,HOSE,"Thực phẩm, đồ uống và thuốc lá",HAG,CTCP Hoàng Anh Gia Lai,1057467947,https://finance.vietstock.vn/HAG-ctcp-hoang-anh-gia-lai.htm,516,3275
3826,1,HOSE,Vận tải,HAH,CTCP Vận tải và Xếp dỡ Hải An,121343091,https://finance.vietstock.vn/HAH-ctcp-van-tai-va-xep-do-hai-an.htm,517,3275
910,5,UPCoM,Phân phối và bán lẻ hàng lâu bền,HAI,CTCP Nông dược H.A.I,182682799,https://finance.vietstock.vn/HAI-ctcp-nong-duoc-h-a-i.htm,518,3275
2065,5,UPCoM,Phân phối và bán lẻ hàng lâu bền,HAM,CTCP Vật tư Hậu Giang,9638061,https://finance.vietstock.vn/HAM-ctcp-vat-tu-hau-giang.htm,519,3275
